card_id,user_id,mst_card_id,exp,level,vocal,vocal_diff,dance,dance_diff,visual,visual_diff,before_awakened_vocal,before_awakened_dance,before_awakened_visual,after_awakened_vocal,after_awakened_dance,after_awakened_visual,skill_level,skill_level_max,skill_probability,is_awakened,awakening_gauge,master_rank,create_date,is_new
d4629260-18fb-4b72-b9cb-abd9c442f592_461,d462926018fb4b72b9cbabd9c442f592,461,572500,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T07:07:26+00:00,0
d4629260-18fb-4b72-b9cb-abd9c442f592_574,d462926018fb4b72b9cbabd9c442f592,574,645000,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,10,10,40,1,400,4,2021-07-02T16:14:01+00:00,0
d4629260-18fb-4b72-b9cb-abd9c442f592_686,d462926018fb4b72b9cbabd9c442f592,686,117500,90,9665,53.2654320987654,6446,35.5185185185185,3306,18.2098765432099,8706,5806,2978,9665,6446,3306,10,10,40,1,400,4,2021-09-27T08:16:19+00:00,0
d4629260-18fb-4b72-b9cb-abd9c442f592_572,d462926018fb4b72b9cbabd9c442f592,572,108000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T07:44:35+00:00,0
d4629260-18fb-4b72-b9cb-abd9c442f592_2,d462926018fb4b72b9cbabd9c442f592,2,8800,30,4037,80.1111111111111,2994,59.4222222222222,2011,39.8888888888889,2836,2102,1412,4037,2994,2011,1,10,,1,100,4,2019-08-30T04:23:40+00:00,0
c31aa117-73ad-474b-a7d1-1cdf07162397_462,c31aa11773ad474ba7d11cdf07162397,462,140750,90,6433,35.462962962963,3272,18.0246913580247,9630,53.0740740740741,5794,2948,8674,6433,3272,9630,10,10,40,1,400,4,2020-12-26T16:14:38+00:00,0
c31aa117-73ad-474b-a7d1-1cdf07162397_461,c31aa11773ad474ba7d11cdf07162397,461,118000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-26T16:17:12+00:00,0
c31aa117-73ad-474b-a7d1-1cdf07162397_574,c31aa11773ad474ba7d11cdf07162397,574,517000,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,10,10,40,1,400,4,2021-06-30T16:06:02+00:00,0
c31aa117-73ad-474b-a7d1-1cdf07162397_572,c31aa11773ad474ba7d11cdf07162397,572,118000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T08:05:31+00:00,0
c31aa117-73ad-474b-a7d1-1cdf07162397_644,c31aa11773ad474ba7d11cdf07162397,644,142500,90,6346,34.9753086419753,8875,48.9074074074074,3850,21.2222222222222,5716,7994,3468,6346,8875,3850,10,10,40,1,400,4,2021-07-31T16:01:53+00:00,0
3d19952a-c64e-4c02-87bb-a9874d1e9ab4_461,3d19952ac64e4c0287bba9874d1e9ab4,461,517000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T07:24:34+00:00,0
3d19952a-c64e-4c02-87bb-a9874d1e9ab4_574,3d19952ac64e4c0287bba9874d1e9ab4,574,143250,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,10,10,40,1,400,4,2021-06-30T16:51:41+00:00,0
3d19952a-c64e-4c02-87bb-a9874d1e9ab4_572,3d19952ac64e4c0287bba9874d1e9ab4,572,118000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-07-03T02:49:27+00:00,0
3d19952a-c64e-4c02-87bb-a9874d1e9ab4_628,3d19952ac64e4c0287bba9874d1e9ab4,628,95500,90,7232,44.641975308642,5583,34.462962962963,3912,24.1481481481481,6428,4962,3478,7232,5583,3912,4,10,34,1,400,0,2021-07-09T18:05:24+00:00,0
737f243b-20f7-4c0b-8b5a-720956449915_461,737f243b20f74c0b8b5a720956449915,461,732500,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T17:24:36+00:00,0
737f243b-20f7-4c0b-8b5a-720956449915_408,737f243b20f74c0b8b5a720956449915,408,536750,90,9601,52.9197530864198,6446,35.5185185185185,3280,18.0740740740741,8648,5806,2954,9601,6446,3280,10,10,40,1,400,4,2020-09-28T14:48:46+00:00,0
737f243b-20f7-4c0b-8b5a-720956449915_572,737f243b20f74c0b8b5a720956449915,572,117500,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T10:30:11+00:00,0
862547da-30de-4803-ab70-997017fbad4c_685,862547da30de4803ab70997017fbad4c,685,116500,90,6466,35.641975308642,9658,53.2222222222222,3250,17.9135802469136,5824,8700,2928,6466,9658,3250,10,10,40,1,400,4,2021-09-27T08:44:51+00:00,0
862547da-30de-4803-ab70-997017fbad4c_408,862547da30de4803ab70997017fbad4c,408,550000,90,9601,52.9197530864198,6446,35.5185185185185,3280,18.0740740740741,8648,5806,2954,9601,6446,3280,10,10,40,1,400,4,2020-09-28T08:57:27+00:00,0
862547da-30de-4803-ab70-997017fbad4c_572,862547da30de4803ab70997017fbad4c,572,589000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-07-02T16:03:54+00:00,0
862547da-30de-4803-ab70-997017fbad4c_278,862547da30de4803ab70997017fbad4c,278,80000,90,4547,28.0679012345679,6213,38.3518518518518,5378,33.1975308641975,4042,5522,4780,4547,6213,5378,1,10,36,1,400,0,2020-12-25T16:10:17+00:00,0
e89ee603-4ece-49c6-a596-a866f1e95026_572,e89ee6034ece49c6a596a866f1e95026,572,173000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T07:15:51+00:00,0
e89ee603-4ece-49c6-a596-a866f1e95026_461,e89ee6034ece49c6a596a866f1e95026,461,80000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T07:08:38+00:00,0
e89ee603-4ece-49c6-a596-a866f1e95026_516,e89ee6034ece49c6a596a866f1e95026,516,323000,90,2928,18.0740740740741,5760,35.5555555555556,8583,52.9814814814815,2602,5120,7630,2928,5760,8583,10,10,40,1,400,0,2021-03-29T07:09:16+00:00,0
20c772ac-2854-4e79-94fb-63a0c439398c_250,20c772ac28544e7994fb63a0c439398c,250,116500,90,8256,45.5061728395062,6415,35.3518518518518,4545,25.0432098765432,7436,5778,4094,8256,6415,4545,10,10,40,1,400,4,2020-03-28T09:30:27+00:00,0
20c772ac-2854-4e79-94fb-63a0c439398c_572,20c772ac28544e7994fb63a0c439398c,572,129000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T13:05:46+00:00,0
20c772ac-2854-4e79-94fb-63a0c439398c_461,20c772ac28544e7994fb63a0c439398c,461,119000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-28T16:23:11+00:00,0
20c772ac-2854-4e79-94fb-63a0c439398c_486,20c772ac28544e7994fb63a0c439398c,486,142250,90,4397,24.2283950617284,7983,43.9938271604938,6129,33.7839506172839,3960,7192,5520,4397,7983,6129,10,10,40,1,400,4,2021-02-11T10:14:02+00:00,0
54c26c7d-a13c-4383-b14d-6d2996ca2267_461,54c26c7da13c4383b14d6d2996ca2267,461,304000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T07:42:57+00:00,0
54c26c7d-a13c-4383-b14d-6d2996ca2267_408,54c26c7da13c4383b14d6d2996ca2267,408,148000,90,8573,52.9197530864198,5754,35.5185185185185,2928,18.0740740740741,7620,5114,2602,8573,5754,2928,10,10,40,1,400,0,2020-10-01T18:54:00+00:00,0
54c26c7d-a13c-4383-b14d-6d2996ca2267_514,54c26c7da13c4383b14d6d2996ca2267,514,99000,90,5765,35.5864197530864,8591,53.0308641975309,2928,18.0740740740741,5124,7636,2602,5765,8591,2928,10,10,40,1,400,0,2021-03-31T17:15:03+00:00,0
54c26c7d-a13c-4383-b14d-6d2996ca2267_572,54c26c7da13c4383b14d6d2996ca2267,572,108500,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-30T17:58:38+00:00,0
21a5da96-9a98-4dbe-a7ec-b6fe1215fa64_574,21a5da969a984dbea7ecb6fe1215fa64,574,118000,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,10,10,40,1,400,4,2021-06-27T16:03:48+00:00,0
21a5da96-9a98-4dbe-a7ec-b6fe1215fa64_572,21a5da969a984dbea7ecb6fe1215fa64,572,118000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T16:05:44+00:00,0
21a5da96-9a98-4dbe-a7ec-b6fe1215fa64_573,21a5da969a984dbea7ecb6fe1215fa64,573,118000,90,9611,52.9814814814815,3294,18.1604938271605,6465,35.6358024691358,8658,2968,5824,9611,3294,6465,4,10,34,1,400,4,2021-06-27T15:39:36+00:00,0
21a5da96-9a98-4dbe-a7ec-b6fe1215fa64_9001,21a5da969a984dbea7ecb6fe1215fa64,9001,80000,90,6194,33.2345679012346,4361,23.4012345679012,8065,43.3024691358025,5596,3940,7286,6194,4361,8065,12,12,50,1,400,5,2019-09-01T07:50:48+00:00,0
21bff830-07f7-4a17-813b-43c6076eba2b_461,21bff83007f74a17813b43c6076eba2b,461,110000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T18:11:04+00:00,0
21bff830-07f7-4a17-813b-43c6076eba2b_574,21bff83007f74a17813b43c6076eba2b,574,110000,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,10,10,40,1,400,4,2021-07-01T17:50:12+00:00,0
21bff830-07f7-4a17-813b-43c6076eba2b_462,21bff83007f74a17813b43c6076eba2b,462,80000,90,6433,35.462962962963,3272,18.0246913580247,9630,53.0740740740741,5794,2948,8674,6433,3272,9630,10,10,40,1,400,4,2020-12-27T17:07:55+00:00,0
21bff830-07f7-4a17-813b-43c6076eba2b_628,21bff83007f74a17813b43c6076eba2b,628,110000,90,8100,44.641975308642,6251,34.462962962963,4380,24.1481481481481,7296,5630,3946,8100,6251,4380,10,10,40,1,400,4,2021-07-11T19:31:18+00:00,0
7f056ae9-6be1-4346-a272-1fe995f612a7_461,7f056ae96be14346a2721fe995f612a7,461,550000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T15:02:23+00:00,0
7f056ae9-6be1-4346-a272-1fe995f612a7_408,7f056ae96be14346a2721fe995f612a7,408,497000,90,9601,52.9197530864198,6446,35.5185185185185,3280,18.0740740740741,8648,5806,2954,9601,6446,3280,10,10,40,1,400,4,2020-09-28T07:15:51+00:00,0
7f056ae9-6be1-4346-a272-1fe995f612a7_462,7f056ae96be14346a2721fe995f612a7,462,117500,90,6433,35.462962962963,3272,18.0246913580247,9630,53.0740740740741,5794,2948,8674,6433,3272,9630,10,10,40,1,400,4,2020-12-25T14:58:02+00:00,0
7f056ae9-6be1-4346-a272-1fe995f612a7_572,7f056ae96be14346a2721fe995f612a7,572,80000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T07:14:40+00:00,0
7f056ae9-6be1-4346-a272-1fe995f612a7_438,7f056ae96be14346a2721fe995f612a7,438,0,1,2170,48.984,1578,35.592,1898,42.816,2162,1572,1891,2170,1578,1898,1,10,31,1,200,4,2020-11-19T07:40:32+00:00,0
