id_,name,birthday,is_birthday_public,comment,favorite_card_id,favorite_card_before_awake,mst_achievement_id,mst_achievement_id_list,lp,album_count,story_count
37f234c570cb4defab6daa12750e40c5,真步開心,,0,咕嚕靈波,37f234c5-70cb-4def-ab6d-aa12750e40c5_572,0,771,"771,989,943,596,458,332,337,1049,1244,1240,1166,1307,1196,1065",4135,55,0
201d0eef857b4ca7b015c2f7160ea0d6,GodJM,,0,日服：69T3AED9 我們有緣再見。 また明日(・o・),201d0eef-857b-4ca7-b015-c2f7160ea0d6_519,1,666,"666,1172,1239,1244,1120,923,1307",4226,55,0
59bc93d23bc346d1ba7923cf5fe31365,Tris@再會,,0,1/28，再會了 MLTD，有緣日版再會 (ID: FPMTP9LK),59bc93d2-3bc3-46d1-ba79-23cf5fe31365_406,0,318,"318,563,666",4106,55,0
bdcd006a6c4f4ec59c21a16d3585384f,アンドロ,,0,習近平小熊維尼,bdcd006a-6c4f-4ec5-9c21-a16d3585384f_519,1,563,"563,1236,1198,1239,802,666,628",4064,55,0
3b0864988c044a4ca590205c04cfe1da,Orzfish,,0,安,3b086498-8c04-4a4c-a590-205c04cfe1da_472,0,1188,"1188,1172,1158,1214,618,602,588,644",4167,55,0
227c17f5b2a648f5bb74434853b7f005,上杉四葉<3梨衣熊,,0,謝謝你，MLTD 日服XS3XK8Z4++,227c17f5-b2a6-48f5-bb74-434853b7f005_27,0,1188,"1188,1090,1060,236",4248,55,0
70176935b6e54629af94a404b6e5adbd,BGD派來的,,0,465天，百萬劇場。585天，250級。626天，一萬場演出。,70176935-b6e5-4629-af94-a404b6e5adbd_179,1,440,"440,870",4358,55,0
08aa1b22082444179809ea22d90ef55b,ミキ@不留遗憾,,0,各位好梦，有缘再见,08aa1b22-0824-4417-9809-ea22d90ef55b_287,1,1089,"1089,514,1314,527,528,537,1138,1164,1184,1239,1330,1345",4256,55,0
530c1b9202934303a9c592b24f30579d,リッチー,,0,莉緒P(≧ω≦) 21彩♪,530c1b92-0293-4303-a9c5-92b24f30579d_269,0,922,"922,1013,817,1239,669,654,1224,557,644,1214,578,1148,666,1236,638,1208,1140,1146,1182,1186,1194,1216,1188,1200,1218,1144,1158,1154,1164,1178,1150,1202,604,1037",4056,55,0
88b9cf915fb44285b1b879d80f033c16,aigret@感謝,,0,響，生日快樂，台服最後一次為你慶生          希望與大家在日服相遇            ID:6BMQ9GFM,88b9cf91-5fb4-4285-b1b8-79d80f033c16_514,1,588,"588,1045,888,1158,208",4120,55,0
611fae3703ab443bbe24de46bc31d14d,TM@不跳日版 再見,,0,立flag,611fae37-03ab-443b-be24-de46bc31d14d_502,1,668,"668,542,624,787,792,369,322,674",4165,55,0
c96a635693da4b07ba73b64ba0f68f21,yuneko教教徒,,0,琴葉美如畫，但春香我也無法割捨。,c96a6356-93da-4b07-ba73-b64ba0f68f21_286,1,1134,"1134,1137,1139,1141,1143,1145,1146,1149,1151,1153,1155,1157,1159,1161,1163,1165,1167,1169,1171,1173,1175,1177,1179,1181,1183,1185,1187,1189,1191,1193,1195,1197,1199,1201,1203,1205,1207,1209,1211,1213,1215,1217,1219,1221,1223,1225,1226,1229,1231,1233,1235,1237",4243,55,0
6cd658df98db4610827583064c4fd534,爾予響,,0,這是最後的的了,6cd658df-98db-4610-8275-83064c4fd534_497,0,1190,"1190,1204,1182,620,237",4213,55,0
40b0273ee3f5454f82462daad2398a57,流浪狼師,,0,不要關……,40b0273e-e3f5-454f-8246-2daad2398a57_143,1,634,"634,588,570,1204,1158,1140",4000,55,0
40296947500248129032d809b7f6fcd4,小林中介,,0,"日服涅槃重生的屑P(ID: ELKQ4Z2B), 再會了台服QQ, 我會堅持全勤到最後一天",40296947-5002-4812-9032-d809b7f6fcd4_572,1,1166,"1166,596,699,1049,1269,528",4226,55,0
36f352609e8b4ac790e1ab8ce6995af3,好難過,,0,日版ID：UK9FCV5F 社交廳：5WK7YD9D,36f35260-9e8b-4ac7-90e1-ab8ce6995af3_627,0,1040,"1040,527,214,213,58,57,594,1164,1238,403,1335",4034,55,0
01fc27a7c10241739f18574e64be8617,繽紛,,0,嗨嗨 大家二週年辛苦了,01fc27a7-c102-4173-9f18-574e64be8617_461,1,568,"568,636,611,625,629,1206,1198,1239,1244,669,1366,1320,1351",4359,55,0
a074e44b193f40298b0b38a1b4155363,新月,,0,千早海外卡要沒了QQ，最後幾個月我會繼續努力玩下去的QQ。日板ID:KFP7L9D7,a074e44b-193f-4029-8b0b-38a1b4155363_9002,0,513,"513,1136,566",4146,55,0
81ffd944e4024a04ab0434c8e68cdf07,錡,,0,。,81ffd944-e402-4a04-ab04-34c8e68cdf07_222,0,1148,"1148,1208,1224,1200,1150,1156,1307",4087,55,0
3caadfd61589467f881191c34d26874c,趠郳瑪偪@各位辛苦了,,0,橫山奈緒好可愛，不愧我婆,3caadfd6-1589-467f-8811-91c34d26874c_485,1,1206,"1206,636,1289,719,253,98,97",4226,55,0
80bc5885407844f58d8898e825d12e92,秋月南瓜,,0,2nd anniversary！ 謝謝大家一路上的陪伴。,80bc5885-4078-44f5-8d88-98e825d12e92_239,0,547,"547,336,131,138,147,157,166,175,289,300,308,324,333,347,372,385,413,429,455,471,483,498,672,741,757,774,790,805,819,835,848,874,889,904,924,939,955,969,984,999,1016,1060,1075,1090,1105,1120,1239,1315",4196,55,0
333806dd435a49febae8b86a52580b83,551,,0,準備跑日版了 日版M8PTXHAG 帶帶新來的菜雞(´Д⊂ヽ,333806dd-435a-49fe-bae8-b86a52580b83_515,1,578,"578,771,1148",4164,55,0
f973836a519e40f3a01988c38942a112,八雲,,0,魯蛇大叔無法課金...,f973836a-519e-40f3-a019-88c38942a112_197,1,1307,"1307,566",4168,55,0
0d9c6892701344c189e9bb169c96e41f,大白,,0,珍重再見，日版: 6774QLSQ,0d9c6892-7013-44c1-89e9-bb169c96e41f_572,1,833,"833,1166,364",4068,55,0
4c45c3071d0848b0976643b3fc6e95ee,Reality,,0,"三浦,風花P多多指教",4c45c307-1d08-48b0-9766-43b3fc6e95ee_386,0,870,"870,20,261,582,644,403,1031,1036,1052,1214,1206,1148,1152,1244",4253,55,0
7327ce1bfc1f4606815eb2b74aae85e2,雨夜の月,,0,。,7327ce1b-fc1f-4606-815e-b2b74aae85e2_519,1,563,"563,666,1304,468,803",4226,55,0
4c898c3963ab47e0b53b7f692b2995cf,志保的弟弟,,0,最後的時間 寧靜的道別 轉日版也好 結束旅途也好 謝謝曾經陪伴我的你們,4c898c39-63ab-47e0-b53b-7f692b2995cf_162,1,788,"788,923,904,833,889,938,969,426,453,848,999,1315",4270,55,0
4324c255bb1b416dad73550449809b64,Kiki△,,0,オワリ,4324c255-bb1b-416d-ad73-550449809b64_685,1,1057,"1057,660,1230,1244,1239",4097,55,0
53c510408aa645b289250be6cb657b7c,一般男性,,0,さよなら、全てのアイドルマスターズ！,53c51040-8aa6-45b2-8925-0be6cb657b7c_565,0,616,616,4021,55,0
9e35391580a646ca88b61fd03fb75ad3,かんや,,0,好好珍惜最後的時光,9e353915-80a6-46ca-88b6-1fd03fb75ad3_550,0,533,"533,535,1176,1181",4238,55,0
9aca1afa06a3421f827d21cad9fb1a84,神谷ふうすけ,,0,很高興能遇見MLTD這個遊戲，雖然時間不長，但確實有享受了充實的時光。日服我還是會繼續當一個紬P的，各位有緣再見吧！,9aca1afa-06a3-421f-827d-21cad9fb1a84_567,0,1234,"1234,1190,1178,1014,282,1331,1361,1366,1240,1245",4132,55,0
3cee00ecf59c4e61a382f6f3cc217219,鏡o曲,,0,可以這麼多朋友真的很開心...雖然時剩下的時間已經不多 但卻是一個美好的回憶  希望不要留下遺憾(｡•́_•̀｡),3cee00ec-f59c-4e61-a382-f6f3cc217219_115,1,1176,"1176,606,704,67,68,223,1330",3838,55,0
4cd601b8c4c84c3ba233203f218354cc,早苗,,0,鸟希双推人，这边的话星梨花世界第一可爱！,4cd601b8-c4c8-4c3b-a233-203f218354cc_288,1,1274,"1274,999,1176,1246,223",3896,55,0
24489b01180e4a9f9e2990e008a24dde,この製作人だ,,0,大家有緣日版見 日：8RRNQJ4N,24489b01-180e-4a9f-9e29-90e008a24dde_146,0,1089,"1089,738,153,173,297,537,535,614,610,1184,1180",3925,55,0
194b3e796d794043b415aa56fa6022fe,晴玖,,0,君のアイが私を照らしてくれるなら,194b3e79-6d79-4043-b415-aa56fa6022fe_103,0,1134,"1134,1148",4066,55,0
e800e0f722b2448b80daa42ef7d25c90,巽悠伊子,,0,謝謝指教,e800e0f7-22b2-448b-80da-a42ef7d25c90_515,1,198,"198,197,42,1148",4020,55,0
e72e8bc2f99643fda31b0f8761f60fe4,秋楓落夜,,0,異世界轉生碼：KN3BE6C3   轉眼間一個多月了，雖然還沒有確切的公告，但剛好最近也比較忙，就讓我先說再見吧 保重,e72e8bc2-f996-43fd-a31b-0f8761f60fe4_574,0,1307,"1307,441,870,921",4231,55,0
cf6f02552f3b4bfdbf87be84c2a3add8,天氣：晴,,0,てん  き      はれ,cf6f0255-2f3b-4bfd-bf87-be84c2a3add8_538,1,399,"399,137,159,174,179,308,352,384,453,498,503,648,833,288,1218,1315",4145,55,0
67ce053f8ae44ffca6e185f5d8282ad3,Jevis@台版最高,,0,謝謝MLTD帶給我一年半的歡樂 考慮轉生日版與大家相見 ！,67ce053f-8ae4-4ffc-a6e1-85f5d8282ad3_556,0,1331,"1331,1222",4143,55,0
478104cfef8a49cdbe7a11a6e4c1e60b,ghostKy,,0,1週年麗花1位 2週年麗花2位  brave HARMONY 3位  一個真乃 紗枝 麗花p,478104cf-ef8a-49cd-be7a-11a6e4c1e60b_230,1,787,"787,658,1228",3119,55,0
772bfb2bf4254a289797f7e477e32317,Pooser,,0,要島辣～塊陶啊~  日版半放置ID: WTCCGF2歡迎加好友  全難度FC完成辣～,772bfb2b-f425-4a28-9797-f7e477e32317_195,0,1244,"1244,1239,1124,959,1004,1110,347,431,426,1381,1152,1150,1206,1222,1173,1170,1226,1236,666",4018,55,0
7f7ae3f93a4743bcaa6d2a1409ef8a80,Raptorjet,,0,台版要收了QQ,7f7ae3f9-3a47-43bc-aa6d-2a1409ef8a80_159,0,1208,1208,4115,55,0
7b9323b69a574a998d35fe9123af7a7d,豆餡,,0,我也想抽百合子！！這次真的抽不到了嗚嗚嗚…  E734F3X9！,7b9323b6-9a57-4a99-8d35-fe9123af7a7d_197,1,559,"559,537,658,614,1228,1184,400,145,298,467,498,802,953,1315,141,149,168,178,292,302,312,336,389,416,458,503,823,894,942,959,989,1336",3812,55,0
cf6701990b664063af31f52d02216942,Y-aL,,0,22／5 終於百萬啦！,cf670199-0b66-4063-af31-f52d02216942_516,1,771,"771,188,568,1138",4126,55,0
123476d4eac042a588d37b780f4d498f,斬影,,0,辛苦大家了 有緣在日版相會,123476d4-eac0-42a5-88d3-7b780f4d498f_539,0,570,"570,515,1140,457,669,1350,1335,1064,988,502",4288,55,0
e358584d6be7408f9f6be568a6acc5e3,來杯會燃燒的烏龍茶,,0,轉日版 JVTF6R3P,e358584d-6be7-408f-9f6b-e568a6acc5e3_307,0,641,"641,35,121",3951,55,0
4f23e75ebe874d09aa0d3433dea99eb0,Farewell,,0,让卡池响应你的爱（指氪金）,4f23e75e-be87-4d09-aa0d-3433dea99eb0_567,0,848,"848,969,999,1060,1014,1075,1120,1090,1104,483,1239,1315,1331,1346,1376,1361,1381,1351",4239,55,0
2039b8a2644b43ea990ac376b4e6d89e,宇宙電波@珍重再見,,0,不定時的接收大宇宙的意志,2039b8a2-644b-43ea-990a-c376b4e6d89e_28,1,620,"620,1190",4241,55,0
a3d496144fbc48149cf5ac7806f3e6b5,綾綺,,0,不管了,a3d49614-4fbc-4814-9cf5-ac7806f3e6b5_305,1,602,"602,1172",4120,55,0
816b7feb322549b8b50309d9663c4364,笑容,,0,雖然有想過這一天會來 但知道後真有點接受不了 入坑了一年多的偶大就這樣沒了 各位p之後要珍重QAQ,816b7feb-3225-49b8-b503-09d9663c4364_307,0,640,"640,102,1210",3669,55,0
2381d464c53b49719e0985aed7a9923d,柚子林,,0,~(ノ｀Д´)ノ彡┻━┻~被學測和馬娘吊走的producer,2381d464-c53b-4971-9e09-85aed7a9923d_9002,0,773,"773,788,803,818,833,848,874,889,904,923,938,954,969,984,999,1014",3825,55,0
d497739f2368434da0b0a13d27aa0bf2,塔喀內的月下使者,,0,星梨花跟貴音的flower girl...再兩年,d497739f-2368-434d-a0b0-a13d27aa0bf2_515,1,1307,"1307,578,197,1204,1184,1198,1148,1162,1176",3938,55,0
d672de091b8b41379b4ecdc913ec9788,澤渡,,0,明天就是最後一天了QQ,d672de09-1b8b-4137-9b4e-cdc913ec9788_307,0,550,"550,244,229,1210,1196,1182,1329,1306",4318,55,0
d884953536e744ad99df74f9b4983f38,玉子燒,,0,一直以來謝謝大家的花籃，我是幸福的製作人。有時間的話會在日服出沒--->> UHYTQJ9S,d8849535-36e7-44ad-99df-74f9b4983f38_210,0,1074,"1074,1314,738,893,558,656,1226,445,543,626,1197,317,535,610,232,615,288,426,669,823,833,904,909,938,954,959,969,989,999,1110,1125,1239,737,1307,920,921,367,398,735,736,952,1305,1306,771,1329,26,451,442,441,440,20,363",4101,55,0
c21e9a6cfa364d97a19620065e336725,製作人VI,,0,真的要結束了■■即使末日，依然要載歌載舞，走到最後,c21e9a6c-fa36-4d97-a196-20065e336725_110,1,318,"318,519",4222,55,0
10a8e8668ed249179fd45f6b711f260e,日@大家辛苦了QQ,,0,日版：G7U69DFE。手機壞了，先撤退。謝謝MLTD給我的回憶，也謝謝各位P，l miss you guys!,10a8e866-8ed2-4917-9fd4-5f6b711f260e_415,1,1089,"1089,1144,1134,564,574,184,193",4071,55,0
86b1f24a32f64f30a55e8184e5fc31c3,狗面CY把拔,,0,こん！こん！,86b1f24a-32f6-4f30-a55e-8184e5fc31c3_567,1,664,"664,733,1234,1303",4085,55,0
c4c1c5981ee94a38a9b0e21ed6d0a626,穹♡艾,,0,如汝是事物萬千，月明似晨曦一早        要結束營運了，我會陪你走到最後的，千早,c4c1c598-1ee9-4a38-a9b0-e21ed6d0a626_576,0,1136,"1136,513,282",3817,55,0
456bb940183a4b848b09e7757be2cd9c,達叔,,0,你好喔,456bb940-183a-4b84-8b09-e7757be2cd9c_160,0,582,"582,45,692,1152,1307",3727,55,0
5b3f6c3549194d29bbdfdfe462a27547,比企谷@SHIHO,,0,悲傷也好，歡笑也好，在百萬時光這裏。THANK YOU,5b3f6c35-4919-4d29-bbdf-dfe462a27547_162,1,756,756,4168,55,0
5ab82842258b4c9794dc8849db897b5d,法賽特,,0,請多多指教！！,5ab82842-258b-4c97-94dc-8849db897b5d_463,1,1232,"1232,1204,1138,1190,1214,1224,1202,1307",3917,55,0
3e2649ff5fc54c08a0b029ccb8da3dca,觀光客,,0,週年傷身 開始養生～台灣加油 獨立建國！,3e2649ff-5fc5-4c08-a0b0-29ccb8da3dca_408,0,516,"516,1239,1090,870,862,863,864,865",4081,55,0
83a979e0ca7c4ffcaf29d1c7b4a99b89,咖哩味金魚,,0,日服APN5Y5V7，歡迎大家當好友,83a979e0-ca7c-4ffc-af29-d1c7b4a99b89_567,1,129,"129,145,154,164,174,288,298,308,322,332,347,369,384,411,426,453,468,483,498,739,757,773,788,803,818,833,848,874,889,904,923,938,954,969,984,999,1014,1060,1075,1090,1105,1120,1239,1315,1331,1346,1361,1376",4042,55,0
9f848927ef004cb6b099cf36da97d46b,鬥神@珍重再見,,0,這兩年真的開心，謝謝各位製作人，珍重再見，日版FQV3FVCT，繼續努力,9f848927-ef00-4cb6-b099-cf36da97d46b_572,0,1244,"1244,1166,1162,1003,908,959,853,1125,1110,1060,1019,904,833,669,596,592,594,590,620,634,498,411,528",4103,55,0
9378482d75614fecafb80cda153f9cae,方塊酥,,0,ありが39，日服再見了。日服ID：LT5B7R59,9378482d-7561-4fec-afb8-0cda153f9cae_417,1,1058,1058,4118,55,0
