mst_mission_id,mst_panel_mission_id,mst_idol_mission_id,mst_panel_mission_sheet_id,mst_item_id,item_type_id,amount,mst_card_id,mst_achievement_id,mst_song_id,resource_id
101,0,0,,0,0,1,,443,,achievement_007
102,0,0,,3,1,50,,0,,
103,0,0,,0,0,1,,444,,achievement_007
104,0,0,,3,1,50,,0,,
105,0,0,,0,0,1,,445,,achievement_007
106,0,0,,3,1,150,,0,,
107,0,0,,0,0,1,,446,,achievement_007
108,0,0,,3,1,200,,0,,
109,0,0,,0,0,1,,447,,achievement_007
110,0,0,,3,1,250,,0,,
111,0,0,,0,0,1,,448,,achievement_007
112,0,0,,0,0,1,,449,,achievement_007
113,0,0,,0,0,1,,450,,achievement_007
114,0,0,,0,0,1,,451,,achievement_007
115,0,0,,0,0,1,,398,,achievement_367
116,0,0,,0,0,1,,735,,achievement_735
117,0,0,,0,0,1,,736,,achievement_736
118,0,0,,6000,9,1,,0,,
119,0,0,,0,0,1,,0,64,hmt001
120,0,0,,6001,7,1,,0,,
121,0,0,,6002,7,1,,0,,
122,0,0,,6003,7,1,,0,,
123,0,0,,6000,9,1,,0,,
124,0,0,,6000,9,1,,0,,
125,0,0,,0,0,1,,754,,achievement_310
126,0,0,,6000,9,1,,0,,
127,0,0,,3,1,50,,0,,
128,0,0,,0,0,1,,755,,achievement_311
130,0,0,,0,0,1,,862,,achievement_006
131,0,0,,0,0,1,,863,,achievement_006
132,0,0,,0,0,1,,864,,achievement_006
133,0,0,,0,0,1,,865,,achievement_006
134,0,0,,3,1,50,,0,,
135,0,0,,3,1,50,,0,,
135,0,0,,0,0,1,,866,,achievement_006
136,0,0,,3,1,50,,0,,
137,0,0,,3,1,50,,0,,
137,0,0,,0,0,1,,867,,achievement_006
138,0,0,,3,1,50,,0,,
139,0,0,,3,1,50,,0,,
139,0,0,,0,0,1,,868,,achievement_006
140,0,0,,3,1,50,,0,,
141,0,0,,3,1,50,,0,,
141,0,0,,0,0,1,,869,,achievement_006
142,0,0,,3,1,50,,0,,
143,0,0,,3,1,500,,0,,
143,0,0,,0,0,1,,870,,achievement_006
144,0,0,,3,1,100,,0,,
145,0,0,,3,1,100,,0,,
146,0,0,,3,1,100,,0,,
147,0,0,,3,1,100,,0,,
148,0,0,,3,1,100,,0,,
148,0,0,,0,0,1,,871,,achievement_006
149,0,0,,3,1,100,,0,,
150,0,0,,3,1,100,,0,,
151,0,0,,3,1,100,,0,,
152,0,0,,3,1,100,,0,,
153,0,0,,3,1,500,,0,,
153,0,0,,0,0,1,,872,,achievement_006
155,0,0,,0,0,1,,952,,achievement_367
156,0,0,,0,0,1,,1305,,achievement_1305
157,0,0,,0,0,1,,1306,,achievement_1306
158,0,0,,3,1,300,,0,,
159,0,0,,0,0,1,,1308,,achievement_007
160,0,0,,3,1,350,,0,,
161,0,0,,0,0,1,,1309,,achievement_007
162,0,0,,3,1,400,,0,,
163,0,0,,0,0,1,,1310,,achievement_007
164,0,0,,3,1,450,,0,,
165,0,0,,0,0,1,,1311,,achievement_007
166,0,0,,0,0,1,,1312,,achievement_007
167,0,0,,3,1,500,,0,,
168,0,0,,0,0,1,,1313,,achievement_007
169,0,0,,3,1,550,,0,,
170,0,0,,3,1,50,,0,,
171,0,0,,3,1,50,,0,,
223,0,0,,0,0,1,,1494,,achievement_367
20000,0,0,,3,1,1000,,0,,
20001,0,0,,3,1,1000,,0,,
20002,0,0,,3,1,1000,,0,,
20003,0,0,,3,1,2500,,0,,
20004,0,0,,0,0,1,,1329,,achievement_026
20101,0,0,,5101,22,1,,0,,
20102,0,0,,5101,22,1,,0,,
20103,0,0,,5101,22,1,,0,,
20104,0,0,,5101,22,1,,0,,
20105,0,0,,5101,22,1,,0,,
20106,0,0,,5101,22,1,,0,,
20107,0,0,,5101,22,1,,0,,
20108,0,0,,5101,22,1,,0,,
20109,0,0,,5101,22,1,,0,,
20110,0,0,,5101,22,1,,0,,
20111,0,0,,3,1,100,,0,,
20201,0,0,,5102,22,1,,0,,
20202,0,0,,5102,22,1,,0,,
20203,0,0,,5102,22,1,,0,,
20204,0,0,,5102,22,1,,0,,
20205,0,0,,5102,22,1,,0,,
20206,0,0,,5102,22,1,,0,,
20207,0,0,,5102,22,1,,0,,
20208,0,0,,5102,22,1,,0,,
20209,0,0,,5102,22,1,,0,,
20210,0,0,,5102,22,1,,0,,
20211,0,0,,3,1,100,,0,,
20301,0,0,,5103,22,1,,0,,
20302,0,0,,5103,22,1,,0,,
20303,0,0,,5103,22,1,,0,,
20304,0,0,,5103,22,1,,0,,
20305,0,0,,5103,22,1,,0,,
20306,0,0,,5103,22,1,,0,,
20307,0,0,,5103,22,1,,0,,
20308,0,0,,5103,22,1,,0,,
20309,0,0,,5103,22,1,,0,,
20310,0,0,,5103,22,1,,0,,
20311,0,0,,3,1,100,,0,,
20401,0,0,,5104,22,1,,0,,
20402,0,0,,5104,22,1,,0,,
20403,0,0,,5104,22,1,,0,,
20404,0,0,,5104,22,1,,0,,
20405,0,0,,5104,22,1,,0,,
20406,0,0,,5104,22,1,,0,,
20407,0,0,,5104,22,1,,0,,
20408,0,0,,5104,22,1,,0,,
20409,0,0,,5104,22,1,,0,,
20410,0,0,,5104,22,1,,0,,
20411,0,0,,3,1,100,,0,,
20501,0,0,,5105,22,1,,0,,
20502,0,0,,5105,22,1,,0,,
20503,0,0,,5105,22,1,,0,,
20504,0,0,,5105,22,1,,0,,
20505,0,0,,5105,22,1,,0,,
20506,0,0,,5105,22,1,,0,,
20507,0,0,,5105,22,1,,0,,
20508,0,0,,5105,22,1,,0,,
20509,0,0,,5105,22,1,,0,,
20510,0,0,,5105,22,1,,0,,
20511,0,0,,3,1,100,,0,,
20601,0,0,,5106,22,1,,0,,
20602,0,0,,5106,22,1,,0,,
20603,0,0,,5106,22,1,,0,,
20604,0,0,,5106,22,1,,0,,
20605,0,0,,5106,22,1,,0,,
20606,0,0,,5106,22,1,,0,,
20607,0,0,,5106,22,1,,0,,
20608,0,0,,5106,22,1,,0,,
20609,0,0,,5106,22,1,,0,,
20610,0,0,,5106,22,1,,0,,
20611,0,0,,3,1,100,,0,,
20701,0,0,,5107,22,1,,0,,
20702,0,0,,5107,22,1,,0,,
20703,0,0,,5107,22,1,,0,,
20704,0,0,,5107,22,1,,0,,
20705,0,0,,5107,22,1,,0,,
20706,0,0,,5107,22,1,,0,,
20707,0,0,,5107,22,1,,0,,
20708,0,0,,5107,22,1,,0,,
20709,0,0,,5107,22,1,,0,,
20710,0,0,,5107,22,1,,0,,
20711,0,0,,3,1,100,,0,,
20801,0,0,,5108,22,1,,0,,
20802,0,0,,5108,22,1,,0,,
20803,0,0,,5108,22,1,,0,,
20804,0,0,,5108,22,1,,0,,
20805,0,0,,5108,22,1,,0,,
20806,0,0,,5108,22,1,,0,,
20807,0,0,,5108,22,1,,0,,
20808,0,0,,5108,22,1,,0,,
20809,0,0,,5108,22,1,,0,,
20810,0,0,,5108,22,1,,0,,
20811,0,0,,3,1,100,,0,,
20901,0,0,,5109,22,1,,0,,
20902,0,0,,5109,22,1,,0,,
20903,0,0,,5109,22,1,,0,,
20904,0,0,,5109,22,1,,0,,
20905,0,0,,5109,22,1,,0,,
20906,0,0,,5109,22,1,,0,,
20907,0,0,,5109,22,1,,0,,
20908,0,0,,5109,22,1,,0,,
20909,0,0,,5109,22,1,,0,,
20910,0,0,,5109,22,1,,0,,
20911,0,0,,3,1,100,,0,,
21001,0,0,,5110,22,1,,0,,
21002,0,0,,5110,22,1,,0,,
21003,0,0,,5110,22,1,,0,,
21004,0,0,,5110,22,1,,0,,
21005,0,0,,5110,22,1,,0,,
21006,0,0,,5110,22,1,,0,,
21007,0,0,,5110,22,1,,0,,
21008,0,0,,5110,22,1,,0,,
21009,0,0,,5110,22,1,,0,,
21010,0,0,,5110,22,1,,0,,
21011,0,0,,3,1,100,,0,,
21101,0,0,,5111,22,1,,0,,
21102,0,0,,5111,22,1,,0,,
21103,0,0,,5111,22,1,,0,,
21104,0,0,,5111,22,1,,0,,
21105,0,0,,5111,22,1,,0,,
21106,0,0,,5111,22,1,,0,,
21107,0,0,,5111,22,1,,0,,
21108,0,0,,5111,22,1,,0,,
21109,0,0,,5111,22,1,,0,,
21110,0,0,,5111,22,1,,0,,
21111,0,0,,3,1,100,,0,,
21201,0,0,,5112,22,1,,0,,
21202,0,0,,5112,22,1,,0,,
21203,0,0,,5112,22,1,,0,,
21204,0,0,,5112,22,1,,0,,
21205,0,0,,5112,22,1,,0,,
21206,0,0,,5112,22,1,,0,,
21207,0,0,,5112,22,1,,0,,
21208,0,0,,5112,22,1,,0,,
21209,0,0,,5112,22,1,,0,,
21210,0,0,,5112,22,1,,0,,
21211,0,0,,3,1,100,,0,,
21301,0,0,,5113,22,1,,0,,
21302,0,0,,5113,22,1,,0,,
21303,0,0,,5113,22,1,,0,,
21304,0,0,,5113,22,1,,0,,
21305,0,0,,5113,22,1,,0,,
21306,0,0,,5113,22,1,,0,,
21307,0,0,,5113,22,1,,0,,
21308,0,0,,5113,22,1,,0,,
21309,0,0,,5113,22,1,,0,,
21310,0,0,,5113,22,1,,0,,
21311,0,0,,3,1,100,,0,,
21401,0,0,,5114,22,1,,0,,
21402,0,0,,5114,22,1,,0,,
21403,0,0,,5114,22,1,,0,,
21404,0,0,,5114,22,1,,0,,
21405,0,0,,5114,22,1,,0,,
21406,0,0,,5114,22,1,,0,,
21407,0,0,,5114,22,1,,0,,
21408,0,0,,5114,22,1,,0,,
21409,0,0,,5114,22,1,,0,,
21410,0,0,,5114,22,1,,0,,
21411,0,0,,3,1,100,,0,,
21501,0,0,,5115,22,1,,0,,
21502,0,0,,5115,22,1,,0,,
21503,0,0,,5115,22,1,,0,,
21504,0,0,,5115,22,1,,0,,
21505,0,0,,5115,22,1,,0,,
21506,0,0,,5115,22,1,,0,,
21507,0,0,,5115,22,1,,0,,
21508,0,0,,5115,22,1,,0,,
21509,0,0,,5115,22,1,,0,,
21510,0,0,,5115,22,1,,0,,
21511,0,0,,3,1,100,,0,,
21601,0,0,,5116,22,1,,0,,
21602,0,0,,5116,22,1,,0,,
21603,0,0,,5116,22,1,,0,,
21604,0,0,,5116,22,1,,0,,
21605,0,0,,5116,22,1,,0,,
21606,0,0,,5116,22,1,,0,,
21607,0,0,,5116,22,1,,0,,
21608,0,0,,5116,22,1,,0,,
21609,0,0,,5116,22,1,,0,,
21610,0,0,,5116,22,1,,0,,
21611,0,0,,3,1,100,,0,,
21701,0,0,,5117,22,1,,0,,
21702,0,0,,5117,22,1,,0,,
21703,0,0,,5117,22,1,,0,,
21704,0,0,,5117,22,1,,0,,
21705,0,0,,5117,22,1,,0,,
21706,0,0,,5117,22,1,,0,,
21707,0,0,,5117,22,1,,0,,
21708,0,0,,5117,22,1,,0,,
21709,0,0,,5117,22,1,,0,,
21710,0,0,,5117,22,1,,0,,
21711,0,0,,3,1,100,,0,,
21801,0,0,,5118,22,1,,0,,
21802,0,0,,5118,22,1,,0,,
21803,0,0,,5118,22,1,,0,,
21804,0,0,,5118,22,1,,0,,
21805,0,0,,5118,22,1,,0,,
21806,0,0,,5118,22,1,,0,,
21807,0,0,,5118,22,1,,0,,
21808,0,0,,5118,22,1,,0,,
21809,0,0,,5118,22,1,,0,,
21810,0,0,,5118,22,1,,0,,
21811,0,0,,3,1,100,,0,,
21901,0,0,,5119,22,1,,0,,
21902,0,0,,5119,22,1,,0,,
21903,0,0,,5119,22,1,,0,,
21904,0,0,,5119,22,1,,0,,
21905,0,0,,5119,22,1,,0,,
21906,0,0,,5119,22,1,,0,,
21907,0,0,,5119,22,1,,0,,
21908,0,0,,5119,22,1,,0,,
21909,0,0,,5119,22,1,,0,,
21910,0,0,,5119,22,1,,0,,
21911,0,0,,3,1,100,,0,,
22001,0,0,,5120,22,1,,0,,
22002,0,0,,5120,22,1,,0,,
22003,0,0,,5120,22,1,,0,,
22004,0,0,,5120,22,1,,0,,
22005,0,0,,5120,22,1,,0,,
22006,0,0,,5120,22,1,,0,,
22007,0,0,,5120,22,1,,0,,
22008,0,0,,5120,22,1,,0,,
22009,0,0,,5120,22,1,,0,,
22010,0,0,,5120,22,1,,0,,
22011,0,0,,3,1,100,,0,,
22101,0,0,,5121,22,1,,0,,
22102,0,0,,5121,22,1,,0,,
22103,0,0,,5121,22,1,,0,,
22104,0,0,,5121,22,1,,0,,
22105,0,0,,5121,22,1,,0,,
22106,0,0,,5121,22,1,,0,,
22107,0,0,,5121,22,1,,0,,
22108,0,0,,5121,22,1,,0,,
22109,0,0,,5121,22,1,,0,,
22110,0,0,,5121,22,1,,0,,
22111,0,0,,3,1,100,,0,,
22201,0,0,,5122,22,1,,0,,
22202,0,0,,5122,22,1,,0,,
22203,0,0,,5122,22,1,,0,,
22204,0,0,,5122,22,1,,0,,
22205,0,0,,5122,22,1,,0,,
22206,0,0,,5122,22,1,,0,,
22207,0,0,,5122,22,1,,0,,
22208,0,0,,5122,22,1,,0,,
22209,0,0,,5122,22,1,,0,,
22210,0,0,,5122,22,1,,0,,
22211,0,0,,3,1,100,,0,,
22301,0,0,,5123,22,1,,0,,
22302,0,0,,5123,22,1,,0,,
22303,0,0,,5123,22,1,,0,,
22304,0,0,,5123,22,1,,0,,
22305,0,0,,5123,22,1,,0,,
22306,0,0,,5123,22,1,,0,,
22307,0,0,,5123,22,1,,0,,
22308,0,0,,5123,22,1,,0,,
22309,0,0,,5123,22,1,,0,,
22310,0,0,,5123,22,1,,0,,
22311,0,0,,3,1,100,,0,,
22401,0,0,,5124,22,1,,0,,
22402,0,0,,5124,22,1,,0,,
22403,0,0,,5124,22,1,,0,,
22404,0,0,,5124,22,1,,0,,
22405,0,0,,5124,22,1,,0,,
22406,0,0,,5124,22,1,,0,,
22407,0,0,,5124,22,1,,0,,
22408,0,0,,5124,22,1,,0,,
22409,0,0,,5124,22,1,,0,,
22410,0,0,,5124,22,1,,0,,
22411,0,0,,3,1,100,,0,,
22501,0,0,,5125,22,1,,0,,
22502,0,0,,5125,22,1,,0,,
22503,0,0,,5125,22,1,,0,,
22504,0,0,,5125,22,1,,0,,
22505,0,0,,5125,22,1,,0,,
22506,0,0,,5125,22,1,,0,,
22507,0,0,,5125,22,1,,0,,
22508,0,0,,5125,22,1,,0,,
22509,0,0,,5125,22,1,,0,,
22510,0,0,,5125,22,1,,0,,
22511,0,0,,3,1,100,,0,,
22601,0,0,,5126,22,1,,0,,
22602,0,0,,5126,22,1,,0,,
22603,0,0,,5126,22,1,,0,,
22604,0,0,,5126,22,1,,0,,
22605,0,0,,5126,22,1,,0,,
22606,0,0,,5126,22,1,,0,,
22607,0,0,,5126,22,1,,0,,
22608,0,0,,5126,22,1,,0,,
22609,0,0,,5126,22,1,,0,,
22610,0,0,,5126,22,1,,0,,
22611,0,0,,3,1,100,,0,,
22701,0,0,,5127,22,1,,0,,
22702,0,0,,5127,22,1,,0,,
22703,0,0,,5127,22,1,,0,,
22704,0,0,,5127,22,1,,0,,
22705,0,0,,5127,22,1,,0,,
22706,0,0,,5127,22,1,,0,,
22707,0,0,,5127,22,1,,0,,
22708,0,0,,5127,22,1,,0,,
22709,0,0,,5127,22,1,,0,,
22710,0,0,,5127,22,1,,0,,
22711,0,0,,3,1,100,,0,,
22801,0,0,,5128,22,1,,0,,
22802,0,0,,5128,22,1,,0,,
22803,0,0,,5128,22,1,,0,,
22804,0,0,,5128,22,1,,0,,
22805,0,0,,5128,22,1,,0,,
22806,0,0,,5128,22,1,,0,,
22807,0,0,,5128,22,1,,0,,
22808,0,0,,5128,22,1,,0,,
22809,0,0,,5128,22,1,,0,,
22810,0,0,,5128,22,1,,0,,
22811,0,0,,3,1,100,,0,,
22901,0,0,,5129,22,1,,0,,
22902,0,0,,5129,22,1,,0,,
22903,0,0,,5129,22,1,,0,,
22904,0,0,,5129,22,1,,0,,
22905,0,0,,5129,22,1,,0,,
22906,0,0,,5129,22,1,,0,,
22907,0,0,,5129,22,1,,0,,
22908,0,0,,5129,22,1,,0,,
22909,0,0,,5129,22,1,,0,,
22910,0,0,,5129,22,1,,0,,
22911,0,0,,3,1,100,,0,,
23001,0,0,,5130,22,1,,0,,
23002,0,0,,5130,22,1,,0,,
23003,0,0,,5130,22,1,,0,,
23004,0,0,,5130,22,1,,0,,
23005,0,0,,5130,22,1,,0,,
23006,0,0,,5130,22,1,,0,,
23007,0,0,,5130,22,1,,0,,
23008,0,0,,5130,22,1,,0,,
23009,0,0,,5130,22,1,,0,,
23010,0,0,,5130,22,1,,0,,
23011,0,0,,3,1,100,,0,,
23101,0,0,,5131,22,1,,0,,
23102,0,0,,5131,22,1,,0,,
23103,0,0,,5131,22,1,,0,,
23104,0,0,,5131,22,1,,0,,
23105,0,0,,5131,22,1,,0,,
23106,0,0,,5131,22,1,,0,,
23107,0,0,,5131,22,1,,0,,
23108,0,0,,5131,22,1,,0,,
23109,0,0,,5131,22,1,,0,,
23110,0,0,,5131,22,1,,0,,
23111,0,0,,3,1,100,,0,,
23201,0,0,,5132,22,1,,0,,
23202,0,0,,5132,22,1,,0,,
23203,0,0,,5132,22,1,,0,,
23204,0,0,,5132,22,1,,0,,
23205,0,0,,5132,22,1,,0,,
23206,0,0,,5132,22,1,,0,,
23207,0,0,,5132,22,1,,0,,
23208,0,0,,5132,22,1,,0,,
23209,0,0,,5132,22,1,,0,,
23210,0,0,,5132,22,1,,0,,
23211,0,0,,3,1,100,,0,,
23301,0,0,,5133,22,1,,0,,
23302,0,0,,5133,22,1,,0,,
23303,0,0,,5133,22,1,,0,,
23304,0,0,,5133,22,1,,0,,
23305,0,0,,5133,22,1,,0,,
23306,0,0,,5133,22,1,,0,,
23307,0,0,,5133,22,1,,0,,
23308,0,0,,5133,22,1,,0,,
23309,0,0,,5133,22,1,,0,,
23310,0,0,,5133,22,1,,0,,
23311,0,0,,3,1,100,,0,,
23401,0,0,,5134,22,1,,0,,
23402,0,0,,5134,22,1,,0,,
23403,0,0,,5134,22,1,,0,,
23404,0,0,,5134,22,1,,0,,
23405,0,0,,5134,22,1,,0,,
23406,0,0,,5134,22,1,,0,,
23407,0,0,,5134,22,1,,0,,
23408,0,0,,5134,22,1,,0,,
23409,0,0,,5134,22,1,,0,,
23410,0,0,,5134,22,1,,0,,
23411,0,0,,3,1,100,,0,,
23501,0,0,,5135,22,1,,0,,
23502,0,0,,5135,22,1,,0,,
23503,0,0,,5135,22,1,,0,,
23504,0,0,,5135,22,1,,0,,
23505,0,0,,5135,22,1,,0,,
23506,0,0,,5135,22,1,,0,,
23507,0,0,,5135,22,1,,0,,
23508,0,0,,5135,22,1,,0,,
23509,0,0,,5135,22,1,,0,,
23510,0,0,,5135,22,1,,0,,
23511,0,0,,3,1,100,,0,,
23601,0,0,,5136,22,1,,0,,
23602,0,0,,5136,22,1,,0,,
23603,0,0,,5136,22,1,,0,,
23604,0,0,,5136,22,1,,0,,
23605,0,0,,5136,22,1,,0,,
23606,0,0,,5136,22,1,,0,,
23607,0,0,,5136,22,1,,0,,
23608,0,0,,5136,22,1,,0,,
23609,0,0,,5136,22,1,,0,,
23610,0,0,,5136,22,1,,0,,
23611,0,0,,3,1,100,,0,,
23701,0,0,,5137,22,1,,0,,
23702,0,0,,5137,22,1,,0,,
23703,0,0,,5137,22,1,,0,,
23704,0,0,,5137,22,1,,0,,
23705,0,0,,5137,22,1,,0,,
23706,0,0,,5137,22,1,,0,,
23707,0,0,,5137,22,1,,0,,
23708,0,0,,5137,22,1,,0,,
23709,0,0,,5137,22,1,,0,,
23710,0,0,,5137,22,1,,0,,
23711,0,0,,3,1,100,,0,,
23801,0,0,,5138,22,1,,0,,
23802,0,0,,5138,22,1,,0,,
23803,0,0,,5138,22,1,,0,,
23804,0,0,,5138,22,1,,0,,
23805,0,0,,5138,22,1,,0,,
23806,0,0,,5138,22,1,,0,,
23807,0,0,,5138,22,1,,0,,
23808,0,0,,5138,22,1,,0,,
23809,0,0,,5138,22,1,,0,,
23810,0,0,,5138,22,1,,0,,
23811,0,0,,3,1,100,,0,,
23901,0,0,,5139,22,1,,0,,
23902,0,0,,5139,22,1,,0,,
23903,0,0,,5139,22,1,,0,,
23904,0,0,,5139,22,1,,0,,
23905,0,0,,5139,22,1,,0,,
23906,0,0,,5139,22,1,,0,,
23907,0,0,,5139,22,1,,0,,
23908,0,0,,5139,22,1,,0,,
23909,0,0,,5139,22,1,,0,,
23910,0,0,,5139,22,1,,0,,
23911,0,0,,3,1,100,,0,,
24001,0,0,,5140,22,1,,0,,
24002,0,0,,5140,22,1,,0,,
24003,0,0,,5140,22,1,,0,,
24004,0,0,,5140,22,1,,0,,
24005,0,0,,5140,22,1,,0,,
24006,0,0,,5140,22,1,,0,,
24007,0,0,,5140,22,1,,0,,
24008,0,0,,5140,22,1,,0,,
24009,0,0,,5140,22,1,,0,,
24010,0,0,,5140,22,1,,0,,
24011,0,0,,3,1,100,,0,,
24101,0,0,,5141,22,1,,0,,
24102,0,0,,5141,22,1,,0,,
24103,0,0,,5141,22,1,,0,,
24104,0,0,,5141,22,1,,0,,
24105,0,0,,5141,22,1,,0,,
24106,0,0,,5141,22,1,,0,,
24107,0,0,,5141,22,1,,0,,
24108,0,0,,5141,22,1,,0,,
24109,0,0,,5141,22,1,,0,,
24110,0,0,,5141,22,1,,0,,
24111,0,0,,3,1,100,,0,,
24201,0,0,,5142,22,1,,0,,
24202,0,0,,5142,22,1,,0,,
24203,0,0,,5142,22,1,,0,,
24204,0,0,,5142,22,1,,0,,
24205,0,0,,5142,22,1,,0,,
24206,0,0,,5142,22,1,,0,,
24207,0,0,,5142,22,1,,0,,
24208,0,0,,5142,22,1,,0,,
24209,0,0,,5142,22,1,,0,,
24210,0,0,,5142,22,1,,0,,
24211,0,0,,3,1,100,,0,,
24301,0,0,,5143,22,1,,0,,
24302,0,0,,5143,22,1,,0,,
24303,0,0,,5143,22,1,,0,,
24304,0,0,,5143,22,1,,0,,
24305,0,0,,5143,22,1,,0,,
24306,0,0,,5143,22,1,,0,,
24307,0,0,,5143,22,1,,0,,
24308,0,0,,5143,22,1,,0,,
24309,0,0,,5143,22,1,,0,,
24310,0,0,,5143,22,1,,0,,
24311,0,0,,3,1,100,,0,,
24401,0,0,,5144,22,1,,0,,
24402,0,0,,5144,22,1,,0,,
24403,0,0,,5144,22,1,,0,,
24404,0,0,,5144,22,1,,0,,
24405,0,0,,5144,22,1,,0,,
24406,0,0,,5144,22,1,,0,,
24407,0,0,,5144,22,1,,0,,
24408,0,0,,5144,22,1,,0,,
24409,0,0,,5144,22,1,,0,,
24410,0,0,,5144,22,1,,0,,
24411,0,0,,3,1,100,,0,,
24501,0,0,,5145,22,1,,0,,
24502,0,0,,5145,22,1,,0,,
24503,0,0,,5145,22,1,,0,,
24504,0,0,,5145,22,1,,0,,
24505,0,0,,5145,22,1,,0,,
24506,0,0,,5145,22,1,,0,,
24507,0,0,,5145,22,1,,0,,
24508,0,0,,5145,22,1,,0,,
24509,0,0,,5145,22,1,,0,,
24510,0,0,,5145,22,1,,0,,
24511,0,0,,3,1,100,,0,,
24601,0,0,,5146,22,1,,0,,
24602,0,0,,5146,22,1,,0,,
24603,0,0,,5146,22,1,,0,,
24604,0,0,,5146,22,1,,0,,
24605,0,0,,5146,22,1,,0,,
24606,0,0,,5146,22,1,,0,,
24607,0,0,,5146,22,1,,0,,
24608,0,0,,5146,22,1,,0,,
24609,0,0,,5146,22,1,,0,,
24610,0,0,,5146,22,1,,0,,
24611,0,0,,3,1,100,,0,,
24701,0,0,,5147,22,1,,0,,
24702,0,0,,5147,22,1,,0,,
24703,0,0,,5147,22,1,,0,,
24704,0,0,,5147,22,1,,0,,
24705,0,0,,5147,22,1,,0,,
24706,0,0,,5147,22,1,,0,,
24707,0,0,,5147,22,1,,0,,
24708,0,0,,5147,22,1,,0,,
24709,0,0,,5147,22,1,,0,,
24710,0,0,,5147,22,1,,0,,
24711,0,0,,3,1,100,,0,,
24801,0,0,,5148,22,1,,0,,
24802,0,0,,5148,22,1,,0,,
24803,0,0,,5148,22,1,,0,,
24804,0,0,,5148,22,1,,0,,
24805,0,0,,5148,22,1,,0,,
24806,0,0,,5148,22,1,,0,,
24807,0,0,,5148,22,1,,0,,
24808,0,0,,5148,22,1,,0,,
24809,0,0,,5148,22,1,,0,,
24810,0,0,,5148,22,1,,0,,
24811,0,0,,3,1,100,,0,,
24901,0,0,,5149,22,1,,0,,
24902,0,0,,5149,22,1,,0,,
24903,0,0,,5149,22,1,,0,,
24904,0,0,,5149,22,1,,0,,
24905,0,0,,5149,22,1,,0,,
24906,0,0,,5149,22,1,,0,,
