mst_costume_id,mst_idol_id,resource_id,mst_costume_group_id,costume_name,costume_number,exclude_album,exclude_random,collabo_number,replace_group_id,sort_id,release_date,gorgeous_appeal_type
60,8,costume_02,2,ex,2,0,0,0,0,10102080,2018-01-01T00:00:00+0800,0
61,9,costume_02,2,ex,2,0,0,0,0,10102090,2018-01-01T00:00:00+0800,0
62,10,costume_02,2,ex,2,0,0,0,0,10102100,2018-01-01T00:00:00+0800,0
63,11,costume_02,2,ex,2,0,0,0,0,10102110,2018-01-01T00:00:00+0800,0
64,12,costume_02,2,ex,2,0,0,0,0,10102120,2018-01-01T00:00:00+0800,0
65,13,costume_02,2,ex,2,0,0,0,0,10102130,2018-01-01T00:00:00+0800,0
66,14,costume_02,2,ex,2,0,0,0,0,10102140,2018-01-01T00:00:00+0800,0
67,15,costume_02,2,ex,2,0,0,0,0,10102150,2018-01-01T00:00:00+0800,0
68,16,costume_02,2,ex,2,0,0,0,0,10102160,2018-01-01T00:00:00+0800,0
69,17,costume_02,2,ex,2,0,0,0,0,10102170,2018-01-01T00:00:00+0800,0
70,18,costume_02,2,ex,2,0,0,0,0,10102180,2018-01-01T00:00:00+0800,0
71,19,costume_02,2,ex,2,0,0,0,0,10102190,2018-01-01T00:00:00+0800,0
72,20,costume_02,2,ex,2,0,0,0,0,10102200,2018-01-01T00:00:00+0800,0
73,21,costume_02,2,ex,2,0,0,0,0,10102210,2018-01-01T00:00:00+0800,0
74,22,costume_02,2,ex,2,0,0,0,0,10102220,2018-01-01T00:00:00+0800,0
75,23,costume_02,2,ex,2,0,0,0,0,10102230,2018-01-01T00:00:00+0800,0
76,24,costume_02,2,ex,2,0,0,0,0,10102240,2018-01-01T00:00:00+0800,0
77,25,costume_02,2,ex,2,0,0,0,0,10102250,2018-01-01T00:00:00+0800,0
78,26,costume_02,2,ex,2,0,0,0,0,10102260,2018-01-01T00:00:00+0800,0
79,27,costume_02,2,ex,2,0,0,0,0,10102270,2018-01-01T00:00:00+0800,0
80,28,costume_02,2,ex,2,0,0,0,0,10102280,2018-01-01T00:00:00+0800,0
81,29,costume_02,2,ex,2,0,0,0,0,10102290,2018-01-01T00:00:00+0800,0
82,30,costume_02,2,ex,2,0,0,0,0,10102300,2018-01-01T00:00:00+0800,0
83,31,costume_02,2,ex,2,0,0,0,0,10102310,2018-01-01T00:00:00+0800,0
84,32,costume_02,2,ex,2,0,0,0,0,10102320,2018-01-01T00:00:00+0800,0
85,33,costume_02,2,ex,2,0,0,0,0,10102330,2018-01-01T00:00:00+0800,0
86,34,costume_02,2,ex,2,0,0,0,0,10102340,2018-01-01T00:00:00+0800,0
87,35,costume_02,2,ex,2,0,0,0,0,10102350,2018-01-01T00:00:00+0800,0
88,36,costume_02,2,ex,2,0,0,0,0,10102360,2018-01-01T00:00:00+0800,0
89,37,costume_02,2,ex,2,0,0,0,0,10102370,2018-01-01T00:00:00+0800,0
90,38,costume_02,2,ex,2,0,0,0,0,10102380,2018-01-01T00:00:00+0800,0
91,39,costume_02,2,ex,2,0,0,0,0,10102390,2018-01-01T00:00:00+0800,0
92,40,costume_02,2,ex,2,0,0,0,0,10102400,2018-01-01T00:00:00+0800,0
93,41,costume_02,2,ex,2,0,0,0,0,10102410,2018-01-01T00:00:00+0800,0
94,42,costume_02,2,ex,2,0,0,0,0,10102420,2018-01-01T00:00:00+0800,0
95,43,costume_02,2,ex,2,0,0,0,0,10102430,2018-01-01T00:00:00+0800,0
96,44,costume_02,2,ex,2,0,0,0,0,10102440,2018-01-01T00:00:00+0800,0
97,45,costume_02,2,ex,2,0,0,0,0,10102450,2018-01-01T00:00:00+0800,0
98,46,costume_02,2,ex,2,0,0,0,0,10102460,2018-01-01T00:00:00+0800,0
99,47,costume_02,2,ex,2,0,0,0,0,10102470,2018-01-01T00:00:00+0800,0
100,48,costume_02,2,ex,2,0,0,0,0,10102480,2018-01-01T00:00:00+0800,0
101,49,costume_02,2,ex,2,0,0,0,0,10102490,2018-01-01T00:00:00+0800,0
102,50,costume_02,2,ex,2,0,0,0,0,10102500,2018-01-01T00:00:00+0800,0
103,51,costume_02,2,ex,2,0,0,0,0,10102510,2018-01-01T00:00:00+0800,0
104,52,costume_02,2,ex,2,0,0,0,0,10102520,2018-01-01T00:00:00+0800,0
105,14,014mir0034,0,ss,1,0,0,0,0,30101140,2018-01-01T00:00:00+0800,0
106,14,014mir0034_v,0,ss,101,0,0,0,0,30101141,2018-01-01T00:00:00+0800,0
107,15,015siz0034,0,ss,1,0,0,0,0,30101150,2018-01-01T00:00:00+0800,0
108,15,015siz0034_v,0,ss,101,0,0,0,0,30101151,2018-01-01T00:00:00+0800,0
109,16,016tsu0034,0,ss,1,0,0,0,0,30101160,2018-01-01T00:00:00+0800,0
110,16,016tsu0034_v,0,ss,101,0,0,0,0,30101161,2018-01-01T00:00:00+0800,0
111,51,051tmg0034,0,ss,1,0,0,0,0,30101510,2018-01-01T00:00:00+0800,0
112,51,051tmg0034_v,0,ss,101,0,0,0,0,30101511,2018-01-01T00:00:00+0800,0
113,52,052kao0034,0,ss,1,0,0,0,0,30101520,2018-01-01T00:00:00+0800,0
114,52,052kao0034_v,0,ss,101,0,0,0,0,30101521,2018-01-01T00:00:00+0800,0
115,1,001har0034,0,ss,1,0,0,0,0,30101010,2018-01-01T00:00:00+0800,0
116,1,001har0034_v,0,ss,101,0,0,0,0,30101011,2018-01-01T00:00:00+0800,0
117,26,026yur0034,0,ss,1,0,0,0,0,30101260,2019-07-13T15:00:00+0800,0
118,26,026yur0034_v,0,ss,101,0,0,0,0,30101261,2019-07-13T15:00:00+0800,0
119,8,008tak0034,0,ss,1,0,0,0,0,30101080,2019-07-13T15:00:00+0800,0
120,8,008tak0034_v,0,ss,101,0,0,0,0,30101081,2019-07-13T15:00:00+0800,0
121,22,022ser0034,0,ss,1,0,0,0,0,30101220,2019-07-24T15:00:00+0800,0
122,22,022ser0034_v,0,ss,101,0,0,0,0,30101221,2019-07-24T15:00:00+0800,0
123,20,020meg0034,0,ss,1,0,0,0,0,30101200,2019-07-31T15:00:00+0800,0
124,20,020meg0034_v,0,ss,101,0,0,0,0,30101201,2019-07-31T15:00:00+0800,0
125,10,010azu0034,0,ss,1,0,0,0,0,30101100,2019-07-31T15:00:00+0800,0
126,10,010azu0034_v,0,ss,101,0,0,0,0,30101101,2019-07-31T15:00:00+0800,0
127,32,032emi0034,0,ss,1,0,0,0,0,30101320,2019-08-09T15:00:00+0800,0
128,32,032emi0034_v,0,ss,101,0,0,0,0,30101321,2019-08-09T15:00:00+0800,0
129,33,033sih0033,0,sr,1,0,0,0,0,40101330,2018-01-01T00:00:00+0800,0
130,33,033sih0033_v,0,sr,101,0,0,0,0,40101331,2018-01-01T00:00:00+0800,0
131,42,042miy0034,0,ss,1,0,0,0,0,30101420,2019-08-22T15:00:00+0800,0
132,42,042miy0034_v,0,ss,101,0,0,0,0,30101421,2019-08-22T15:00:00+0800,0
133,41,041fuk0034,0,ss,1,0,0,0,0,30101410,2019-08-31T15:00:00+0800,0
134,41,041fuk0034_v,0,ss,101,0,0,0,0,30101411,2019-08-31T15:00:00+0800,0
135,13,013hib0034,0,ss,1,0,0,0,0,30101130,2019-08-31T15:00:00+0800,0
136,13,013hib0034_v,0,ss,101,0,0,0,0,30101131,2019-08-31T15:00:00+0800,0
137,5,005yay0033,0,sr,2,0,0,0,0,40102050,2018-01-01T00:00:00+0800,0
138,5,005yay0033_v,0,sr,102,0,0,0,0,40102051,2018-01-01T00:00:00+0800,0
139,50,050jul0034,0,ss,1,0,0,0,0,30101500,2019-08-30T15:00:00+0800,0
140,50,050jul0034_v,0,ss,101,0,0,0,0,30101501,2019-08-30T15:00:00+0800,0
141,36,036kan0044,0,ss,1,0,0,0,0,30101360,2019-08-30T15:00:00+0800,0
142,36,036kan0044_v,0,ss,101,0,0,0,0,30101361,2019-08-30T15:00:00+0800,0
143,26,026yur0043,0,sr,3,0,0,0,0,40103260,2019-09-30T15:00:00+0800,0
144,26,026yur0043_v,0,sr,103,0,0,0,0,40103261,2019-09-30T15:00:00+0800,0
145,19,019min0044,0,ss,1,0,0,0,0,30101190,2019-09-30T15:00:00+0800,0
146,19,019min0044_v,0,ss,101,0,0,0,0,30101191,2019-09-30T15:00:00+0800,0
147,7,007ior0044,0,ss,1,0,0,0,0,30101070,2019-09-30T15:00:00+0800,0
148,7,007ior0044_v,0,ss,101,0,0,0,0,30101071,2019-09-30T15:00:00+0800,0
149,35,035hin0034,0,ss,1,0,0,0,0,30101350,2019-10-11T15:00:00+0800,0
150,35,035hin0034_v,0,ss,101,0,0,0,0,30101351,2019-10-11T15:00:00+0800,0
151,15,015siz0043,8,sr,4,0,0,0,0,40104150,2019-10-20T15:00:00+0800,0
152,15,015siz0043_v,0,sr,104,0,0,0,0,40104151,2019-10-20T15:00:00+0800,0
153,38,038chz0034,0,ss,1,0,0,0,0,30101380,2019-10-20T15:00:00+0800,0
154,38,038chz0034_v,0,ss,101,0,0,0,0,30101381,2019-10-20T15:00:00+0800,0
155,33,033sih0044,0,ss,1,0,0,0,0,30101330,2019-10-31T15:00:00+0800,0
156,33,033sih0044_v,0,ss,101,0,0,0,0,30101331,2019-10-31T15:00:00+0800,0
157,11,011ami0044,0,ss,1,0,0,0,0,30101110,2019-10-31T15:00:00+0800,0
158,11,011ami0044_v,0,ss,101,0,0,0,0,30101111,2019-10-31T15:00:00+0800,0
159,46,046rio0043,0,sr,5,0,0,0,0,40105460,2019-11-01T15:00:00+0800,0
160,46,046rio0043_v,0,sr,105,0,0,0,0,40105461,2019-11-01T15:00:00+0800,0
161,30,030iku0044,0,ss,1,0,0,0,0,30101300,2019-11-13T15:00:00+0800,0
162,30,030iku0044_v,0,ss,101,0,0,0,0,30101301,2019-11-13T15:00:00+0800,0
163,40,040tam0044,0,ss,1,0,0,0,0,30101400,2019-11-21T15:00:00+0800,0
164,40,040tam0044_v,0,ss,101,0,0,0,0,30101401,2019-11-21T15:00:00+0800,0
165,16,016tsu0043,10,sr,6,0,0,0,0,40106160,2019-11-21T15:00:00+0800,0
166,16,016tsu0043_v,0,sr,106,0,0,0,0,40106161,2019-11-21T15:00:00+0800,0
167,24,024ann0044,0,ss,1,0,0,0,0,30101240,2019-11-30T15:00:00+0800,0
168,24,024ann0044_v,0,ss,101,0,0,0,0,30101241,2019-11-30T15:00:00+0800,0
169,4,004yuk0044,0,ss,1,0,0,0,0,30101040,2019-11-30T15:00:00+0800,0
170,4,004yuk0044_v,0,ss,101,0,0,0,0,30101041,2019-11-30T15:00:00+0800,0
171,12,012mam0033,0,sr,7,0,0,0,0,40107120,2019-12-01T15:00:00+0800,0
172,12,012mam0033_v,0,sr,107,0,0,0,0,40107121,2019-12-01T15:00:00+0800,0
173,34,034ayu0044,0,ss,1,0,0,0,0,30101340,2019-12-13T15:00:00+0800,0
174,34,034ayu0044_v,0,ss,101,0,0,0,0,30101341,2019-12-13T15:00:00+0800,0
175,27,027say0044,0,ss,1,0,0,0,0,30101270,2019-12-21T15:00:00+0800,0
176,27,027say0044_v,0,ss,101,0,0,0,0,30101271,2019-12-21T15:00:00+0800,0
177,14,014mir0043,12,sr,8,0,0,0,0,40108140,2019-12-22T15:00:00+0800,0
178,14,014mir0043_v,0,sr,108,0,0,0,0,40108141,2019-12-22T15:00:00+0800,0
179,51,051tmg0054,0,ss,2,0,0,0,0,30102510,2019-12-27T15:00:00+0800,0
180,51,051tmg0054_v,0,ss,102,0,0,0,0,30102511,2019-12-27T15:00:00+0800,0
181,52,052kao0054,0,ss,2,0,0,0,0,30102520,2019-12-27T15:00:00+0800,0
182,52,052kao0054_v,0,ss,102,0,0,0,0,30102521,2019-12-27T15:00:00+0800,0
183,37,037nao0054,0,ss,1,0,0,0,0,30101370,2019-12-31T15:00:00+0800,0
184,37,037nao0054_v,0,ss,101,0,0,0,0,30101371,2019-12-31T15:00:00+0800,0
185,2,002chi0044,0,ss,1,0,0,0,0,30101020,2019-12-31T15:00:00+0800,0
186,2,002chi0044_v,0,ss,101,0,0,0,0,30101021,2019-12-31T15:00:00+0800,0
187,28,028ari0043,0,sr,9,0,0,0,0,40109280,2020-01-04T15:00:00+0800,0
188,28,028ari0043_v,0,sr,109,0,0,0,0,40109281,2020-01-04T15:00:00+0800,0
189,1,001har0064,0,ss,2,0,0,0,0,30102010,2020-01-15T15:00:00+0800,0
190,1,001har0064_v,0,ss,102,0,0,0,0,30102011,2020-01-15T15:00:00+0800,0
191,45,045kar0044,0,ss,1,0,0,0,0,30101450,2020-01-15T15:00:00+0800,0
192,45,045kar0044_v,0,ss,101,0,0,0,0,30101451,2020-01-15T15:00:00+0800,0
193,38,038chz0043,0,sr,10,0,0,0,0,40110380,2020-01-19T15:00:00+0800,0
194,38,038chz0043_v,0,sr,110,0,0,0,0,40110381,2020-01-19T15:00:00+0800,0
195,47,047sub0044,0,ss,1,0,0,0,0,30101470,2020-01-26T15:00:00+0800,0
196,47,047sub0044_v,0,ss,101,0,0,0,0,30101471,2020-01-26T15:00:00+0800,0
10001,1,costume_04,3,ex,4,0,0,0,0,20103010,2020-02-13T15:00:00+0800,0
10002,2,costume_04,3,ex,4,0,0,0,0,20103020,2020-02-13T15:00:00+0800,0
10003,3,costume_04,3,ex,4,0,0,0,0,20103030,2020-02-13T15:00:00+0800,0
10004,4,costume_04,3,ex,4,0,0,0,0,20103040,2020-02-13T15:00:00+0800,0
10005,5,costume_04,3,ex,4,0,0,0,0,20103050,2020-02-13T15:00:00+0800,0
10006,6,costume_04,3,ex,4,0,0,0,0,20103060,2020-02-13T15:00:00+0800,0
10007,7,costume_04,3,ex,4,0,0,0,0,20103070,2020-02-13T15:00:00+0800,0
10008,8,costume_04,3,ex,4,0,0,0,0,20103080,2020-02-13T15:00:00+0800,0
10009,9,costume_04,3,ex,4,0,0,0,0,20103090,2020-02-13T15:00:00+0800,0
10010,10,costume_04,3,ex,4,0,0,0,0,20103100,2020-02-13T15:00:00+0800,0
10011,11,costume_04,3,ex,4,0,0,0,0,20103110,2020-02-13T15:00:00+0800,0
10012,12,costume_04,3,ex,4,0,0,0,0,20103120,2020-02-13T15:00:00+0800,0
10013,13,costume_04,3,ex,4,0,0,0,0,20103130,2020-02-13T15:00:00+0800,0
10014,15,costume_04,4,ex,4,0,0,0,0,20103150,2020-02-13T15:00:00+0800,0
10015,20,costume_04,4,ex,4,0,0,0,0,20103200,2020-02-13T15:00:00+0800,0
10016,25,costume_04,4,ex,4,0,0,0,0,20103250,2020-02-13T15:00:00+0800,0
10017,31,costume_04,4,ex,4,0,0,0,0,20103310,2020-02-13T15:00:00+0800,0
10018,33,costume_04,4,ex,4,0,0,0,0,20103330,2020-02-13T15:00:00+0800,0
10019,34,costume_04,4,ex,4,0,0,0,0,20103340,2020-02-13T15:00:00+0800,0
10020,38,costume_04,4,ex,4,0,0,0,0,20103380,2020-02-13T15:00:00+0800,0
10021,44,costume_04,4,ex,4,0,0,0,0,20103440,2020-02-13T15:00:00+0800,0
10022,46,costume_04,4,ex,4,0,0,0,0,20103460,2020-02-13T15:00:00+0800,0
10023,47,costume_04,4,ex,4,0,0,0,0,20103470,2020-02-13T15:00:00+0800,0
10024,49,costume_04,4,ex,4,0,0,0,0,20103490,2020-02-13T15:00:00+0800,0
10025,50,costume_04,4,ex,4,0,0,0,0,20103500,2020-02-13T15:00:00+0800,0
10026,51,costume_04,4,ex,4,0,0,0,0,20103510,2020-02-13T15:00:00+0800,0
10027,16,costume_04,5,ex,4,0,0,0,0,20103160,2020-02-13T15:00:00+0800,0
10028,18,costume_04,5,ex,4,0,0,0,0,20103180,2020-02-13T15:00:00+0800,0
10029,22,costume_04,5,ex,4,0,0,0,0,20103220,2020-02-13T15:00:00+0800,0
10030,23,costume_04,5,ex,4,0,0,0,0,20103230,2020-02-13T15:00:00+0800,0
10031,24,costume_04,5,ex,4,0,0,0,0,20103240,2020-02-13T15:00:00+0800,0
10032,35,costume_04,5,ex,4,0,0,0,0,20103350,2020-02-13T15:00:00+0800,0
10033,39,costume_04,5,ex,4,0,0,0,0,20103390,2020-02-13T15:00:00+0800,0
10034,40,costume_04,5,ex,4,0,0,0,0,20103400,2020-02-13T15:00:00+0800,0
10035,41,costume_04,5,ex,4,0,0,0,0,20103410,2020-02-13T15:00:00+0800,0
10036,42,costume_04,5,ex,4,0,0,0,0,20103420,2020-02-13T15:00:00+0800,0
10037,45,costume_04,5,ex,4,0,0,0,0,20103450,2020-02-13T15:00:00+0800,0
10038,48,costume_04,5,ex,4,0,0,0,0,20103480,2020-02-13T15:00:00+0800,0
10039,52,costume_04,5,ex,4,0,0,0,0,20103520,2020-02-13T15:00:00+0800,0
10040,14,costume_04,6,ex,4,0,0,0,0,20103140,2020-02-13T15:00:00+0800,0
10041,17,costume_04,6,ex,4,0,0,0,0,20103170,2020-02-13T15:00:00+0800,0
10042,19,costume_04,6,ex,4,0,0,0,0,20103190,2020-02-13T15:00:00+0800,0
10043,21,costume_04,6,ex,4,0,0,0,0,20103210,2020-02-13T15:00:00+0800,0
10044,26,costume_04,6,ex,4,0,0,0,0,20103260,2020-02-13T15:00:00+0800,0
10045,27,costume_04,6,ex,4,0,0,0,0,20103270,2020-02-13T15:00:00+0800,0
10046,28,costume_04,6,ex,4,0,0,0,0,20103280,2020-02-13T15:00:00+0800,0
10047,29,costume_04,6,ex,4,0,0,0,0,20103290,2020-02-13T15:00:00+0800,0
10048,30,costume_04,6,ex,4,0,0,0,0,20103300,2020-02-13T15:00:00+0800,0
10049,32,costume_04,6,ex,4,0,0,0,0,20103320,2020-02-13T15:00:00+0800,0
10050,36,costume_04,6,ex,4,0,0,0,0,20103360,2020-02-13T15:00:00+0800,0
10051,37,costume_04,6,ex,4,0,0,0,0,20103370,2020-02-13T15:00:00+0800,0
10052,43,costume_04,6,ex,4,0,0,0,0,20103430,2020-02-13T15:00:00+0800,0
10103010,1,costume_03,7,ex,3,0,0,0,0,10103010,2020-04-20T15:00:00+0800,0
10103020,2,costume_03,7,ex,3,0,0,0,0,10103020,2020-04-20T15:00:00+0800,0
10103030,3,costume_03,7,ex,3,0,0,0,0,10103030,2020-04-20T15:00:00+0800,0
10103040,4,costume_03,7,ex,3,0,0,0,0,10103040,2020-04-20T15:00:00+0800,0
10103050,5,costume_03,7,ex,3,0,0,0,0,10103050,2020-04-20T15:00:00+0800,0
10103060,6,costume_03,7,ex,3,0,0,0,0,10103060,2020-04-20T15:00:00+0800,0
10103070,7,costume_03,7,ex,3,0,0,0,0,10103070,2020-04-20T15:00:00+0800,0
10103080,8,costume_03,7,ex,3,0,0,0,0,10103080,2020-04-20T15:00:00+0800,0
10103090,9,costume_03,7,ex,3,0,0,0,0,10103090,2020-04-20T15:00:00+0800,0
10103100,10,costume_03,7,ex,3,0,0,0,0,10103100,2020-04-20T15:00:00+0800,0
10103110,11,costume_03,7,ex,3,0,0,0,0,10103110,2020-04-20T15:00:00+0800,0
10103120,12,costume_03,7,ex,3,0,0,0,0,10103120,2020-04-20T15:00:00+0800,0
10103130,13,costume_03,7,ex,3,0,0,0,0,10103130,2020-04-20T15:00:00+0800,0
10103140,14,costume_03,7,ex,3,0,0,0,0,10103140,2020-03-28T15:00:00+0800,0
10103150,15,costume_03,7,ex,3,0,0,0,0,10103150,2020-02-19T15:00:00+0800,0
10103160,16,costume_03,7,ex,3,0,0,0,0,10103160,2020-03-14T15:00:00+0800,0
10103170,17,costume_03,7,ex,3,0,0,0,0,10103170,2020-03-28T15:00:00+0800,0
10103180,18,costume_03,7,ex,3,0,0,0,0,10103180,2020-03-14T15:00:00+0800,0
10103190,19,costume_03,7,ex,3,0,0,0,0,10103190,2020-03-28T15:00:00+0800,0
10103200,20,costume_03,7,ex,3,0,0,0,0,10103200,2020-02-19T15:00:00+0800,0
10103210,21,costume_03,7,ex,3,0,0,0,0,10103210,2020-03-28T15:00:00+0800,0
10103220,22,costume_03,7,ex,3,0,0,0,0,10103220,2020-03-14T15:00:00+0800,0
10103230,23,costume_03,7,ex,3,0,0,0,0,10103230,2020-03-14T15:00:00+0800,0
10103240,24,costume_03,7,ex,3,0,0,0,0,10103240,2020-03-14T15:00:00+0800,0
10103250,25,costume_03,7,ex,3,0,0,0,0,10103250,2020-02-19T15:00:00+0800,0
10103260,26,costume_03,7,ex,3,0,0,0,0,10103260,2020-03-28T15:00:00+0800,0
10103270,27,costume_03,7,ex,3,0,0,0,0,10103270,2020-03-28T15:00:00+0800,0
10103280,28,costume_03,7,ex,3,0,0,0,0,10103280,2020-03-28T15:00:00+0800,0
10103290,29,costume_03,7,ex,3,0,0,0,0,10103290,2020-03-28T15:00:00+0800,0
10103300,30,costume_03,7,ex,3,0,0,0,0,10103300,2020-03-28T15:00:00+0800,0
10103310,31,costume_03,7,ex,3,0,0,0,0,10103310,2020-02-19T15:00:00+0800,0
10103320,32,costume_03,7,ex,3,0,0,0,0,10103320,2020-03-28T15:00:00+0800,0
10103330,33,costume_03,7,ex,3,0,0,0,0,10103330,2020-02-19T15:00:00+0800,0
10103340,34,costume_03,7,ex,3,0,0,0,0,10103340,2020-02-19T15:00:00+0800,0
10103350,35,costume_03,7,ex,3,0,0,0,0,10103350,2020-03-14T15:00:00+0800,0
10103360,36,costume_03,7,ex,3,0,0,0,0,10103360,2020-03-28T15:00:00+0800,0
10103370,37,costume_03,7,ex,3,0,0,0,0,10103370,2020-03-28T15:00:00+0800,0
10103380,38,costume_03,7,ex,3,0,0,0,0,10103380,2020-02-19T15:00:00+0800,0
10103390,39,costume_03,7,ex,3,0,0,0,0,10103390,2020-03-14T15:00:00+0800,0
10103400,40,costume_03,7,ex,3,0,0,0,0,10103400,2020-03-14T15:00:00+0800,0
10103410,41,costume_03,7,ex,3,0,0,0,0,10103410,2020-03-14T15:00:00+0800,0
10103420,42,costume_03,7,ex,3,0,0,0,0,10103420,2020-03-14T15:00:00+0800,0
10103430,43,costume_03,7,ex,3,0,0,0,0,10103430,2020-03-28T15:00:00+0800,0
10103440,44,costume_03,7,ex,3,0,0,0,0,10103440,2020-02-19T15:00:00+0800,0
