mst_achievement_id,resource_id,achievement_type,begin_date,sort_id
97,achievement_097,2,2019-04-01T00:00:00+0800,1370
98,achievement_098,2,2019-04-01T00:00:00+0800,1371
99,achievement_099,2,2019-04-01T00:00:00+0800,1380
100,achievement_100,2,2019-04-01T00:00:00+0800,1381
101,achievement_101,2,2019-04-01T00:00:00+0800,1390
102,achievement_102,2,2019-04-01T00:00:00+0800,1391
103,achievement_103,2,2019-04-01T00:00:00+0800,1400
104,achievement_104,2,2019-04-01T00:00:00+0800,1401
105,achievement_105,2,2019-04-01T00:00:00+0800,1410
106,achievement_106,2,2019-04-01T00:00:00+0800,1411
107,achievement_107,2,2019-04-01T00:00:00+0800,1420
108,achievement_108,2,2019-04-01T00:00:00+0800,1421
109,achievement_109,2,2019-04-01T00:00:00+0800,1430
110,achievement_110,2,2019-04-01T00:00:00+0800,1431
111,achievement_111,2,2019-04-01T00:00:00+0800,1440
112,achievement_112,2,2019-04-01T00:00:00+0800,1441
113,achievement_113,2,2019-04-01T00:00:00+0800,1450
114,achievement_114,2,2019-04-01T00:00:00+0800,1451
115,achievement_115,2,2019-04-01T00:00:00+0800,1460
116,achievement_116,2,2019-04-01T00:00:00+0800,1461
117,achievement_117,2,2019-04-01T00:00:00+0800,1470
118,achievement_118,2,2019-04-01T00:00:00+0800,1471
119,achievement_119,2,2019-04-01T00:00:00+0800,1480
120,achievement_120,2,2019-04-01T00:00:00+0800,1481
121,achievement_121,2,2019-04-01T00:00:00+0800,1490
122,achievement_122,2,2019-04-01T00:00:00+0800,1491
123,achievement_123,2,2019-04-01T00:00:00+0800,1500
124,achievement_124,2,2019-04-01T00:00:00+0800,1501
125,achievement_125,2,2019-04-01T00:00:00+0800,1510
126,achievement_126,2,2019-04-01T00:00:00+0800,1511
127,achievement_127,2,2019-04-01T00:00:00+0800,1520
128,achievement_128,2,2019-04-01T00:00:00+0800,1521
183,achievement_027,2,2019-10-31T15:00:00+0800,1012
184,achievement_028,2,2019-10-31T15:00:00+0800,1013
185,achievement_029,2,2019-10-31T15:00:00+0800,1022
186,achievement_030,2,2019-10-31T15:00:00+0800,1023
187,achievement_031,2,2019-10-31T15:00:00+0800,1032
188,achievement_032,2,2019-10-31T15:00:00+0800,1033
189,achievement_033,2,2019-10-31T15:00:00+0800,1042
190,achievement_034,2,2019-10-31T15:00:00+0800,1043
191,achievement_035,2,2019-10-31T15:00:00+0800,1052
192,achievement_036,2,2019-10-31T15:00:00+0800,1053
193,achievement_037,2,2019-10-31T15:00:00+0800,1062
194,achievement_038,2,2019-10-31T15:00:00+0800,1063
195,achievement_039,2,2019-10-31T15:00:00+0800,1072
196,achievement_040,2,2019-10-31T15:00:00+0800,1073
197,achievement_041,2,2019-10-31T15:00:00+0800,1082
198,achievement_042,2,2019-10-31T15:00:00+0800,1083
199,achievement_043,2,2019-10-31T15:00:00+0800,1092
200,achievement_044,2,2019-10-31T15:00:00+0800,1093
201,achievement_045,2,2019-10-31T15:00:00+0800,1102
202,achievement_046,2,2019-10-31T15:00:00+0800,1103
203,achievement_047,2,2019-10-31T15:00:00+0800,1112
204,achievement_048,2,2019-10-31T15:00:00+0800,1113
205,achievement_049,2,2019-10-31T15:00:00+0800,1122
206,achievement_050,2,2019-10-31T15:00:00+0800,1123
207,achievement_051,2,2019-10-31T15:00:00+0800,1132
208,achievement_052,2,2019-10-31T15:00:00+0800,1133
209,achievement_053,2,2019-10-31T15:00:00+0800,1142
210,achievement_054,2,2019-10-31T15:00:00+0800,1143
211,achievement_055,2,2019-10-31T15:00:00+0800,1152
212,achievement_056,2,2019-10-31T15:00:00+0800,1153
213,achievement_057,2,2019-10-31T15:00:00+0800,1162
214,achievement_058,2,2019-10-31T15:00:00+0800,1163
215,achievement_059,2,2019-10-31T15:00:00+0800,1182
216,achievement_060,2,2019-10-31T15:00:00+0800,1183
217,achievement_061,2,2019-10-31T15:00:00+0800,1192
218,achievement_062,2,2019-10-31T15:00:00+0800,1193
219,achievement_063,2,2019-10-31T15:00:00+0800,1202
220,achievement_064,2,2019-10-31T15:00:00+0800,1203
221,achievement_065,2,2019-10-31T15:00:00+0800,1212
222,achievement_066,2,2019-10-31T15:00:00+0800,1213
223,achievement_067,2,2019-10-31T15:00:00+0800,1222
224,achievement_068,2,2019-10-31T15:00:00+0800,1223
225,achievement_069,2,2019-10-31T15:00:00+0800,1232
226,achievement_070,2,2019-10-31T15:00:00+0800,1233
227,achievement_071,2,2019-10-31T15:00:00+0800,1242
228,achievement_072,2,2019-10-31T15:00:00+0800,1243
229,achievement_073,2,2019-10-31T15:00:00+0800,1252
230,achievement_074,2,2019-10-31T15:00:00+0800,1253
231,achievement_075,2,2019-10-31T15:00:00+0800,1262
232,achievement_076,2,2019-10-31T15:00:00+0800,1263
233,achievement_077,2,2019-10-31T15:00:00+0800,1272
234,achievement_078,2,2019-10-31T15:00:00+0800,1273
235,achievement_079,2,2019-10-31T15:00:00+0800,1282
236,achievement_080,2,2019-10-31T15:00:00+0800,1283
237,achievement_081,2,2019-10-31T15:00:00+0800,1292
238,achievement_082,2,2019-10-31T15:00:00+0800,1293
239,achievement_083,2,2019-10-31T15:00:00+0800,1302
240,achievement_084,2,2019-10-31T15:00:00+0800,1303
241,achievement_085,2,2019-10-31T15:00:00+0800,1312
242,achievement_086,2,2019-10-31T15:00:00+0800,1313
243,achievement_087,2,2019-10-31T15:00:00+0800,1322
244,achievement_088,2,2019-10-31T15:00:00+0800,1323
245,achievement_089,2,2019-10-31T15:00:00+0800,1332
246,achievement_090,2,2019-10-31T15:00:00+0800,1333
247,achievement_091,2,2019-10-31T15:00:00+0800,1342
248,achievement_092,2,2019-10-31T15:00:00+0800,1343
249,achievement_093,2,2019-10-31T15:00:00+0800,1352
250,achievement_094,2,2019-10-31T15:00:00+0800,1353
251,achievement_095,2,2019-10-31T15:00:00+0800,1362
252,achievement_096,2,2019-10-31T15:00:00+0800,1363
253,achievement_097,2,2019-10-31T15:00:00+0800,1372
254,achievement_098,2,2019-10-31T15:00:00+0800,1373
255,achievement_099,2,2019-10-31T15:00:00+0800,1382
256,achievement_100,2,2019-10-31T15:00:00+0800,1383
257,achievement_101,2,2019-10-31T15:00:00+0800,1392
258,achievement_102,2,2019-10-31T15:00:00+0800,1393
259,achievement_103,2,2019-10-31T15:00:00+0800,1402
260,achievement_104,2,2019-10-31T15:00:00+0800,1403
261,achievement_105,2,2019-10-31T15:00:00+0800,1412
262,achievement_106,2,2019-10-31T15:00:00+0800,1413
263,achievement_107,2,2019-10-31T15:00:00+0800,1422
264,achievement_108,2,2019-10-31T15:00:00+0800,1423
265,achievement_109,2,2019-10-31T15:00:00+0800,1432
266,achievement_110,2,2019-10-31T15:00:00+0800,1433
267,achievement_111,2,2019-10-31T15:00:00+0800,1442
268,achievement_112,2,2019-10-31T15:00:00+0800,1443
269,achievement_113,2,2019-10-31T15:00:00+0800,1452
270,achievement_114,2,2019-10-31T15:00:00+0800,1453
271,achievement_115,2,2019-10-31T15:00:00+0800,1462
272,achievement_116,2,2019-10-31T15:00:00+0800,1463
273,achievement_117,2,2019-10-31T15:00:00+0800,1472
274,achievement_118,2,2019-10-31T15:00:00+0800,1473
275,achievement_119,2,2019-10-31T15:00:00+0800,1482
276,achievement_120,2,2019-10-31T15:00:00+0800,1483
277,achievement_121,2,2019-10-31T15:00:00+0800,1492
278,achievement_122,2,2019-10-31T15:00:00+0800,1493
279,achievement_123,2,2019-10-31T15:00:00+0800,1502
280,achievement_124,2,2019-10-31T15:00:00+0800,1503
281,achievement_125,2,2019-10-31T15:00:00+0800,1512
282,achievement_126,2,2019-10-31T15:00:00+0800,1513
283,achievement_127,2,2019-10-31T15:00:00+0800,1522
284,achievement_128,2,2019-10-31T15:00:00+0800,1523
317,achievement_006,1,2019-11-30T15:00:00+0800,72
318,achievement_007,1,2019-11-30T15:00:00+0800,73
324,achievement_310,3,2020-01-19T15:00:00+0800,10092
334,achievement_310,3,2020-01-31T15:00:00+0800,10102
350,achievement_311,3,2020-02-16T15:00:00+0800,10118
355,achievement_316,3,2020-02-16T15:00:00+0800,10123
361,achievement_079,2,2019-04-01T00:00:00+0800,1170
362,achievement_080,2,2019-04-01T00:00:00+0800,1171
363,achievement_079,2,2019-10-31T15:00:00+0800,1172
364,achievement_080,2,2019-10-31T15:00:00+0800,1173
365,,1,2020-02-14T00:00:00+0800,9002
366,,1,2020-03-14T00:00:00+0800,9003
367,achievement_367,1,2020-01-30T15:00:00+0800,110
370,achievement_309,3,2020-03-03T15:00:00+0800,10131
376,achievement_315,3,2020-03-03T15:00:00+0800,10137
387,achievement_311,3,2020-03-20T15:00:00+0800,10148
392,achievement_316,3,2020-03-20T15:00:00+0800,10153
398,achievement_367,1,2020-04-20T15:00:00+0800,111
406,achievement_307,3,2020-04-01T00:00:00+0800,50007
407,achievement_307,3,2020-04-01T00:00:00+0800,50008
408,achievement_307,3,2020-04-01T00:00:00+0800,50009
409,achievement_307,3,2020-04-01T00:00:00+0800,50010
413,achievement_310,3,2020-04-03T15:00:00+0800,10162
417,achievement_314,3,2020-04-03T15:00:00+0800,10166
429,achievement_311,3,2020-04-20T15:00:00+0800,10178
431,achievement_313,3,2020-04-20T15:00:00+0800,10180
440,achievement_006,1,2020-04-14T14:00:00+0800,25
441,achievement_007,1,2020-04-14T14:00:00+0800,28
442,achievement_007,1,2020-04-14T14:00:00+0800,42
443,achievement_007,1,2020-04-14T14:00:00+0800,52
444,achievement_007,1,2020-04-14T14:00:00+0800,53
445,achievement_007,1,2020-04-14T14:00:00+0800,54
446,achievement_007,1,2020-04-14T14:00:00+0800,12
447,achievement_007,1,2020-04-14T14:00:00+0800,13
448,achievement_007,1,2020-04-14T14:00:00+0800,14
449,achievement_007,1,2020-04-14T14:00:00+0800,65
450,achievement_007,1,2020-04-14T14:00:00+0800,66
451,achievement_007,1,2020-04-14T14:00:00+0800,67
455,achievement_310,3,2020-05-04T15:00:00+0800,10192
459,achievement_314,3,2020-05-04T15:00:00+0800,10196
469,achievement_309,3,2020-05-21T15:00:00+0800,10206
473,achievement_313,3,2020-05-21T15:00:00+0800,10210
485,achievement_310,3,2020-06-04T15:00:00+0800,10222
488,achievement_313,3,2020-06-04T15:00:00+0800,10225
500,achievement_310,3,2020-06-20T15:00:00+0800,10237
504,achievement_314,3,2020-06-20T15:00:00+0800,10241
512,achievement_079,2,2020-06-29T00:00:00+0800,1014
513,achievement_079,2,2020-06-29T00:00:00+0800,1024
514,achievement_079,2,2020-06-29T00:00:00+0800,1034
515,achievement_079,2,2020-06-29T00:00:00+0800,1044
516,achievement_079,2,2020-06-29T00:00:00+0800,1054
517,achievement_079,2,2020-06-29T00:00:00+0800,1064
518,achievement_079,2,2020-06-29T00:00:00+0800,1074
519,achievement_079,2,2020-06-29T00:00:00+0800,1084
520,achievement_079,2,2020-06-29T00:00:00+0800,1094
521,achievement_079,2,2020-06-29T00:00:00+0800,1104
522,achievement_079,2,2020-06-29T00:00:00+0800,1114
523,achievement_079,2,2020-06-29T00:00:00+0800,1124
524,achievement_079,2,2020-06-29T00:00:00+0800,1134
525,achievement_079,2,2020-06-29T00:00:00+0800,1144
526,achievement_079,2,2020-06-29T00:00:00+0800,1154
527,achievement_079,2,2020-06-29T00:00:00+0800,1164
528,achievement_079,2,2020-06-29T00:00:00+0800,1174
529,achievement_079,2,2020-06-29T00:00:00+0800,1184
530,achievement_079,2,2020-06-29T00:00:00+0800,1194
531,achievement_079,2,2020-06-29T00:00:00+0800,1204
532,achievement_079,2,2020-06-29T00:00:00+0800,1214
533,achievement_079,2,2020-06-29T00:00:00+0800,1224
534,achievement_079,2,2020-06-29T00:00:00+0800,1234
535,achievement_079,2,2020-06-29T00:00:00+0800,1244
536,achievement_079,2,2020-06-29T00:00:00+0800,1254
537,achievement_079,2,2020-06-29T00:00:00+0800,1264
538,achievement_079,2,2020-06-29T00:00:00+0800,1274
539,achievement_079,2,2020-06-29T00:00:00+0800,1284
540,achievement_079,2,2020-06-29T00:00:00+0800,1294
541,achievement_079,2,2020-06-29T00:00:00+0800,1304
542,achievement_079,2,2020-06-29T00:00:00+0800,1314
543,achievement_079,2,2020-06-29T00:00:00+0800,1324
544,achievement_079,2,2020-06-29T00:00:00+0800,1334
545,achievement_079,2,2020-06-29T00:00:00+0800,1344
546,achievement_079,2,2020-06-29T00:00:00+0800,1354
547,achievement_079,2,2020-06-29T00:00:00+0800,1364
548,achievement_079,2,2020-06-29T00:00:00+0800,1374
549,achievement_079,2,2020-06-29T00:00:00+0800,1384
550,achievement_079,2,2020-06-29T00:00:00+0800,1394
551,achievement_079,2,2020-06-29T00:00:00+0800,1404
552,achievement_079,2,2020-06-29T00:00:00+0800,1414
553,achievement_079,2,2020-06-29T00:00:00+0800,1424
554,achievement_079,2,2020-06-29T00:00:00+0800,1434
555,achievement_079,2,2020-06-29T00:00:00+0800,1444
556,achievement_079,2,2020-06-29T00:00:00+0800,1454
557,achievement_079,2,2020-06-29T00:00:00+0800,1464
558,achievement_079,2,2020-06-29T00:00:00+0800,1474
559,achievement_079,2,2020-06-29T00:00:00+0800,1484
560,achievement_079,2,2020-06-29T00:00:00+0800,1494
561,achievement_079,2,2020-06-29T00:00:00+0800,1504
562,achievement_079,2,2020-06-29T00:00:00+0800,1514
563,achievement_079,2,2020-06-29T00:00:00+0800,1524
606,achievement_606,3,2020-06-29T00:00:00+0800,10291
672,achievement_672,3,2020-06-29T00:00:00+0800,10357
673,achievement_673,3,2020-06-29T00:00:00+0800,10358
683,achievement_683,3,2020-06-29T00:00:00+0800,10368
684,achievement_684,3,2020-06-29T00:00:00+0800,10369
685,achievement_685,3,2020-06-29T00:00:00+0800,10370
686,achievement_686,3,2020-06-29T00:00:00+0800,10371
687,achievement_687,3,2020-06-29T00:00:00+0800,10372
688,achievement_688,3,2020-06-29T00:00:00+0800,10373
689,achievement_689,3,2020-06-29T00:00:00+0800,10374
690,achievement_690,3,2020-06-29T00:00:00+0800,10375
691,achievement_691,3,2020-06-29T00:00:00+0800,10376
692,achievement_692,3,2020-06-29T00:00:00+0800,10377
693,achievement_693,3,2020-06-29T00:00:00+0800,10378
694,achievement_694,3,2020-06-29T00:00:00+0800,10379
695,achievement_695,3,2020-06-29T00:00:00+0800,10380
696,achievement_696,3,2020-06-29T00:00:00+0800,10381
697,achievement_697,3,2020-06-29T00:00:00+0800,10382
698,achievement_698,3,2020-06-29T00:00:00+0800,10383
699,achievement_699,3,2020-06-29T00:00:00+0800,10384
700,achievement_700,3,2020-06-29T00:00:00+0800,10385
701,achievement_701,3,2020-06-29T00:00:00+0800,10386
702,achievement_702,3,2020-06-29T00:00:00+0800,10387
703,achievement_703,3,2020-06-29T00:00:00+0800,10388
704,achievement_704,3,2020-06-29T00:00:00+0800,10389
705,achievement_705,3,2020-06-29T00:00:00+0800,10390
706,achievement_706,3,2020-06-29T00:00:00+0800,10391
707,achievement_707,3,2020-06-29T00:00:00+0800,10392
708,achievement_708,3,2020-06-29T00:00:00+0800,10393
709,achievement_709,3,2020-06-29T00:00:00+0800,10394
710,achievement_710,3,2020-06-29T00:00:00+0800,10395
711,achievement_711,3,2020-06-29T00:00:00+0800,10396
712,achievement_712,3,2020-06-29T00:00:00+0800,10397
713,achievement_713,3,2020-06-29T00:00:00+0800,10398
714,achievement_714,3,2020-06-29T00:00:00+0800,10399
715,achievement_715,3,2020-06-29T00:00:00+0800,10400
716,achievement_716,3,2020-06-29T00:00:00+0800,10401
717,achievement_717,3,2020-06-29T00:00:00+0800,10402
718,achievement_718,3,2020-06-29T00:00:00+0800,10403
719,achievement_719,3,2020-06-29T00:00:00+0800,10404
720,achievement_720,3,2020-06-29T00:00:00+0800,10405
721,achievement_721,3,2020-06-29T00:00:00+0800,10406
722,achievement_722,3,2020-06-29T00:00:00+0800,10407
723,achievement_723,3,2020-06-29T00:00:00+0800,10408
724,achievement_724,3,2020-06-29T00:00:00+0800,10409
725,achievement_725,3,2020-06-29T00:00:00+0800,10410
726,achievement_726,3,2020-06-29T00:00:00+0800,10411
727,achievement_727,3,2020-06-29T00:00:00+0800,10412
728,achievement_728,3,2020-06-29T00:00:00+0800,10413
729,achievement_729,3,2020-06-29T00:00:00+0800,10414
730,achievement_730,3,2020-06-29T00:00:00+0800,10415
731,achievement_731,3,2020-06-29T00:00:00+0800,10416
732,achievement_732,3,2020-06-29T00:00:00+0800,10417
733,achievement_733,3,2020-06-29T00:00:00+0800,10418
734,achievement_734,3,2020-06-29T00:00:00+0800,10419
735,achievement_735,1,2020-06-29T00:00:00+0800,114
736,achievement_736,1,2020-07-13T15:00:00+0800,115
737,achievement_737,1,2020-06-29T00:00:00+0800,10422
742,achievement_311,3,2020-07-21T15:00:00+0800,10427
743,achievement_312,3,2020-07-21T15:00:00+0800,10428
754,achievement_310,1,2020-07-30T12:00:00+0800,1525
755,achievement_311,1,2020-07-30T12:00:00+0800,1526
759,achievement_310,3,2020-08-03T15:00:00+0800,10444
761,achievement_312,3,2020-08-03T15:00:00+0800,10446
771,achievement_026,1,2020-07-13T15:00:00+0800,91
775,achievement_310,3,2020-08-20T15:00:00+0800,10459
778,achievement_313,3,2020-08-20T15:00:00+0800,10462
790,achievement_310,3,2020-09-03T15:00:00+0800,10474
793,achievement_313,3,2020-09-03T15:00:00+0800,10477
804,achievement_309,3,2020-09-21T15:00:00+0800,10488
807,achievement_312,3,2020-09-21T15:00:00+0800,10491
817,achievement_307,3,2020-10-03T15:00:00+0800,10501
822,achievement_312,3,2020-10-03T15:00:00+0800,10506
836,achievement_311,3,2020-10-22T15:00:00+0800,10520
838,achievement_313,3,2020-10-22T15:00:00+0800,10522
851,achievement_311,3,2020-11-05T15:00:00+0800,10535
852,achievement_312,3,2020-11-05T15:00:00+0800,10536
862,achievement_006,1,2020-10-19T13:00:00+0800,30
863,achievement_006,1,2020-10-19T13:00:00+0800,31
864,achievement_006,1,2020-10-19T13:00:00+0800,32
865,achievement_006,1,2020-10-19T13:00:00+0800,33
866,achievement_006,1,2020-10-19T13:00:00+0800,34
867,achievement_006,1,2020-10-19T13:00:00+0800,35
868,achievement_006,1,2020-10-19T13:00:00+0800,36
869,achievement_006,1,2020-10-19T13:00:00+0800,37
870,achievement_006,1,2020-10-19T13:00:00+0800,38
871,achievement_006,1,2020-10-19T13:00:00+0800,39
872,achievement_006,1,2020-10-19T13:00:00+0800,40
877,achievement_311,3,2020-11-21T15:00:00+0800,10550
879,achievement_313,3,2020-11-21T15:00:00+0800,10552
892,achievement_311,3,2020-12-04T15:00:00+0800,10565
893,achievement_312,3,2020-12-04T15:00:00+0800,10566
906,achievement_310,3,2020-12-21T15:00:00+0800,10579
909,achievement_313,3,2020-12-21T15:00:00+0800,10582
918,achievement_302,1,2020-12-25T00:00:00+0800,9004
919,achievement_303,1,2021-01-01T00:00:00+0800,9005
920,achievement_304,1,2021-02-14T00:00:00+0800,9006
921,achievement_305,1,2021-03-14T00:00:00+0800,9007
925,achievement_310,3,2021-01-04T15:00:00+0800,10594
928,achievement_313,3,2021-01-04T15:00:00+0800,10597
939,achievement_309,3,2021-01-20T15:00:00+0800,10608
942,achievement_312,3,2021-01-20T15:00:00+0800,10611
952,achievement_367,1,2021-01-25T15:00:00+0800,112
956,achievement_310,3,2021-02-02T15:00:00+0800,10624
958,achievement_312,3,2021-02-02T15:00:00+0800,10626
972,achievement_311,3,2021-02-19T15:00:00+0800,10640
973,achievement_312,3,2021-02-19T15:00:00+0800,10641
986,achievement_310,3,2021-03-04T15:00:00+0800,10654
988,achievement_312,3,2021-03-04T15:00:00+0800,10656
1001,achievement_310,3,2021-03-19T15:00:00+0800,10669
1003,achievement_312,3,2021-03-19T15:00:00+0800,10671
1014,achievement_308,3,2021-04-02T15:00:00+0800,10682
1018,achievement_312,3,2021-04-02T15:00:00+0800,10686
1028,achievement_307,3,2021-04-01T00:00:00+0800,50011
1029,achievement_307,3,2021-04-01T00:00:00+0800,50012
1030,achievement_307,3,2021-04-01T00:00:00+0800,50013
1031,achievement_307,3,2021-04-01T00:00:00+0800,50014
1032,achievement_307,3,2021-04-01T00:00:00+0800,50015
1033,achievement_307,3,2021-04-01T00:00:00+0800,50016
1034,achievement_307,3,2021-04-01T00:00:00+0800,50017
1035,achievement_307,3,2021-04-01T00:00:00+0800,50018
1036,achievement_307,3,2021-04-01T00:00:00+0800,50019
1037,achievement_307,3,2021-04-01T00:00:00+0800,50020
1038,achievement_307,3,2021-04-01T00:00:00+0800,50021
1039,achievement_307,3,2021-04-01T00:00:00+0800,50022
1040,achievement_308,3,2021-04-01T00:00:00+0800,50023
1041,achievement_309,3,2021-04-01T00:00:00+0800,50024
1042,achievement_310,3,2021-04-01T00:00:00+0800,50025
1043,achievement_311,3,2021-04-01T00:00:00+0800,50026
1044,achievement_312,3,2021-04-01T00:00:00+0800,50027
1045,achievement_313,3,2021-04-01T00:00:00+0800,50028
1046,achievement_314,3,2021-04-01T00:00:00+0800,50029
1047,achievement_315,3,2021-04-01T00:00:00+0800,50030
1048,achievement_316,3,2021-04-01T00:00:00+0800,50031
1049,achievement_317,3,2021-04-01T00:00:00+0800,50032
1050,achievement_318,3,2021-04-01T00:00:00+0800,50033
1051,achievement_319,3,2021-04-01T00:00:00+0800,50034
1052,achievement_320,3,2021-04-01T00:00:00+0800,50035
1053,achievement_321,3,2021-04-01T00:00:00+0800,50036
1054,achievement_322,3,2021-04-01T00:00:00+0800,50037
1055,achievement_323,3,2021-04-01T00:00:00+0800,50038
1056,achievement_324,3,2021-04-01T00:00:00+0800,50039
1057,achievement_325,3,2021-04-01T00:00:00+0800,50040
1058,achievement_325,3,2021-04-01T00:00:00+0800,50041
1060,achievement_308,3,2021-04-19T15:00:00+0800,10697
1064,achievement_312,3,2021-04-19T15:00:00+0800,10701
1076,achievement_309,3,2021-05-02T15:00:00+0800,10713
1080,achievement_313,3,2021-05-02T15:00:00+0800,10717
1091,achievement_309,3,2021-05-20T15:00:00+0800,10728
1094,achievement_312,3,2021-05-20T15:00:00+0800,10731
1106,achievement_309,3,2021-06-03T15:00:00+0800,10743
1109,achievement_312,3,2021-06-03T15:00:00+0800,10746
1122,achievement_310,3,2021-06-19T15:00:00+0800,10759
